Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
GOBP_REGULATION_OF_HORMONE_SECRETION,225,0.459222101,1.516037038,0.000532437,0.031571661,0.028119564,3333,"tags=25%, list=13%, signal=22%",Crh/Gal/Sox11/Egfr/Inhbb/Anxa1/Acvr1c/Rab11fip5/Ffar1/Il6/Irs2/Ano1/Hnf4a/Ucn/Rasl10b/Grp/Inhba/Tiam1/Adcyap1/Slc2a1/Dpp4/Doc2b/Enho/Ffar3/Pomc/Chd7/Pask/Cckar/Rest/Pck2/Itpr2/Il1b/Adra2a/Ren1/Nmu/Zbed6/Nnat/Pfkfb2/Cftr/Sct/Gcg/Itpr1/Nr1h4/Cd38/Nlgn2/Creb1/Itpr3/Agt/Ucp2/Myrip/Tacr2/Rab11fip1/Spp1/Jak2/Pim3/Cacna1a
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,90,0.56137892,1.69711431,0.000532574,0.031571661,0.028119564,1971,"tags=23%, list=7%, signal=22%",Anxa1/Fgl2/Gata3/Tmem98/Il6/Lgals3/Il27/Nfkbiz/Spn/Il6ra/Ly9/Il4ra/Irf4/Il21/Rora/Malt1/Ccl19/Foxp3/Slc11a1/Ripk2/Bcl3
GAJATE_RESPONSE_TO_TRABECTEDIN_UP,66,0.612118593,1.774175363,0.000534256,0.0315727,0.02812049,2203,"tags=29%, list=8%, signal=26%",Atf3/Tgfbi/Anxa1/Gadd45a/Il6/Tm4sf1/Clic4/Cdkn1a/Cldn7/Ddr2/Pros1/H2-T23/Asns/Igfbp7/Pck2/Cars/C1rb/Gars/Oasl1
MARZEC_IL2_SIGNALING_UP,102,0.55086499,1.685164681,0.000542046,0.031933586,0.028441916,3851,"tags=35%, list=15%, signal=30%",Wt1/Tnfrsf12a/Phlda1/Cish/Il2rb/Tgfb1/Cdc6/Uck2/Rras2/Tnfrsf8/Trib3/Tnfsf14/Dusp4/Cxcl12/Map3k20/Csf2rb2/Il24/Tnfrsf1b/Rgcc/Csrnp1/Card10/Acvr1b/Mapkapk2/Pdcd11/Spp1/Ccnd3/Dusp7/Prkx/Pnp2/Hspa1b/Socs2/Polr2d/Hspa1a/Pinx1/Tnfaip8/Il10ra
TRAVAGLINI_LUNG_LYMPHATIC_CELL,183,0.479244842,1.556454682,0.000547487,0.032154287,0.028638485,4305,"tags=36%, list=16%, signal=30%",Bcat1/Batf3/Tgfbi/Sphk1/Nts/Tmem98/Rab11fip5/Ptx3/Hspb1/Fscn1/P3h2/Lgals3/Pde2a/Mmp2/Apod/Nnmt/Ccl21a/Ggt5/Medag/Prox1/Elk3/Plin5/Pgm5/Ccdc80/Bace2/Colec12/Scnn1b/Igfbp7/Glipr2/Rhoj/Ly96/Slc38a1/Gpr182/Mpp7/Map7d3/Fam107b/Frmd6/Lox/Fhl2/Fam174b/Slc35e4/Lyve1/Glt8d2/S100a10/Pdgfc/Reln/Ucp2/Igfbp5/Slc24a1/Rab11fip1/Ctsd/Lmna/Anxa2/Creb5/Smad1/Slco2b1/Slc7a1/Efemp1/Pard6g/Stmn1/B3gnt7/9130008F23Rik/Apold1/Smyd2/Rab3il1
GSE34179_THPOK_KO_VS_WT_VA14I_NKTCELL_DN,179,0.481363041,1.567273655,0.000551835,0.032309621,0.028776834,4153,"tags=32%, list=16%, signal=27%",Slc39a2/Bcat1/Cish/Plekho2/Clic4/Timd2/Fscn1/Trib1/1700020L24Rik/Mreg/Pak5/Irf4/Ackr3/Sgo1/Il21/Pkib/Medag/Accsl/Mthfd2/Spry1/Stat5a/Efhb/Adm/Ttbk1/Ripk3/Psat1/Akr1d1/Cgas/1700010I14Rik/Fndc3b/Vwf/Prkcsh/Hivep3/C3/Ect2/Vps54/Pard3/Mpeg1/Eif3b/Ankrd33b/Ipo5/Egr1/Mlkl/Marcksl1/Dusp5/Rasl10a/Egr3/Apex2/Exo1/Dhx37/Bhlhe40/Nmral1/Bcl11a/Efemp1/Fcer2a/Hacd4/Slc3a2
LI_AMPLIFIED_IN_LUNG_CANCER,173,0.484454609,1.571035183,0.000555144,0.032361907,0.028823404,5210,"tags=35%, list=20%, signal=28%",Crh/Timp1/Nts/Slc7a5/Col1a1/Mall/Igfbp3/Abcc3/Hspb1/Akr1b8/Fscn1/Sfn/Ube2c/Odc1/Krt6a/Txnrd1/Plpp2/Enc1/Galns/Traf4/Erbb2/Jup/Plau/Pabpc1/Rpl35/Syngr2/Dap/Thbs2/Spint2/Msln/Uchl1/Spp1/Marcksl1/Zfp146/Nme4/Taldo1/Spint1/Eif3c/Col1a2/Kdelr1/Mdk/Rpl17/Ran/Mcl1/Rpl13/Krt7/Ckap4/Nme2/Rps4x/Hyou1/Rpl31/Hax1/Laptm4b/Rps2/Dpp7/Rps16/Rpl37a/Tufm/Syn1/Psmb4/Rps7
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN,99,0.549012174,1.679333396,0.000556925,0.032361907,0.028823404,3005,"tags=30%, list=11%, signal=27%",Tubb6/Cdh22/Cdcp1/Klk7/Krtdap/Sfn/Cdkn1a/Rras2/S100a2/Krt17/Krt6a/Sprr1b/Mapk6/Krt16/Rab31/Cdsn/Iffo2/Cdc42ep2/Noct/Il24/Dmkn/Prr9/Carhsp1/Il36rn/Card10/Impa2/Gjb2/Traf3ip2/Krt14/H3f3b
SWEET_LUNG_CANCER_KRAS_UP,455,0.406480194,1.399263955,0.000557846,0.032361907,0.028823404,4758,"tags=27%, list=18%, signal=22%",Inhbb/Tgfbi/Gadd45a/Phlda1/Tgif1/Serpine1/Cited2/Lamb3/Pla2g5/Tmem30b/Tes/Trbc2/Sdc1/Man1a/Igfbp3/Epcam/Bst1/Cdkn1a/Bmp4/Lgals3/Nfil3/Cd63/Uox/Ell2/Ctsh/Dsc2/Itgax/Crb3/Il4ra/Chl1/Entpd1/Basp1/Cldn7/Mt2/Kcnj15/Arg1/Plin2/Col18a1/G6pdx/Ifi30/Cxcl1/Adam19/Ccr5/Thbs1/Mx2/Crlf1/Csf2rb2/Psat1/Cyba/Itpr2/Lrrfip1/Zfp143/Clic1/Rgcc/Tpm4/Nabp1/Slpi/Ch25h/Slain1/Ace2/Pabpc1/Rnf149/Chrnb1/Gars/Ctss/Adssl1/Dlk1/Hdc/Cnih2/Dap/Mt1/Elf5/Gjb2/Axin1/Mpeg1/Btg1/Hnf1b/Cldn3/Camsap1/Spp1/Lbp/Ctsd/Meg3/Avpi1/B4galnt1/Cd44/Slc15a2/Spint1/Ccdc186/Hspa1b/Apex1/Bhlhe40/Snx10/Socs2/Nnt/Hspa1a/Kdelr1/Hmgn1/Rpl17/Ctsz/Piga/Krt7/Golm1/Tyrobp/Pgls/Cyb5r3/Dusp6/Cks2/Anxa4/Pgk1/Tsr1/Mrps18b/F3/Cd68/Lrg1/Hdlbp/Tmem268/Rnf4/C77080/Ank3/Plet1
GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,31,0.71471201,1.83053788,0.000567574,0.032825868,0.029236634,739,"tags=26%, list=3%, signal=25%",Anxa1/Gata3/Il6/Nod2/Ecm1/Ccr2/Il4ra/Arg1
GOBP_THIOESTER_METABOLIC_PROCESS,90,-0.474223474,-1.629526055,0.000572037,0.032983435,0.029376973,6884,"tags=56%, list=26%, signal=41%",Hsd17b4/Dbi/Ppt1/Hmgcl/Pmvk/Elovl2/Acsm2/Dld/Elovl1/Kynu/Oxsm/Suclg2/Acsl4/Dip2a/Acat1/Far2/Pdhx/Far1/Mcee/Hsd17b12/Hmgcs2/Scd2/Acly/Gpam/Acacb/Pdhb/Rpp14/Hmgcs1/Acss1/Acot13/Sucla2/Nudt7/Dlat/Elovl5/Acot3/Mlycd/Acot10/Pdk1/Scd1/Pdk4/Pdp2/Pdk2/Pdk3/Acsm5/Them5/Pdp1/Acsbg1/Elovl6/Acot12/Pipox
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,169,0.488859928,1.583993432,0.000574374,0.03301781,0.029407589,1971,"tags=20%, list=7%, signal=19%",Anxa1/Clcf1/Fgl2/Gata3/Tmem98/Il6/Tgfb1/Lgals3/Cd244a/Il27/Nfkbiz/Spn/Il6ra/Ly9/Il4ra/Irf4/Il21/Ptprc/Cd180/H2-T23/Rif1/Rora/Slc15a4/Malt1/Msh6/Ccl19/Klrb1/Foxp3/Slc11a1/Mad2l2/Lgals1/Pglyrp3/Ripk2/Bcl3
GSE17186_MEMORY_VS_NAIVE_BCELL_DN,181,0.478057775,1.555068512,0.000577129,0.033075939,0.029459362,3478,"tags=29%, list=13%, signal=26%",Atf3/Tubb6/Prc1/Smim3/Bach1/Krt80/Lgals3/Chek2/Entpd1/Tiam1/Cdkn2b/Sesn2/Cebpd/Slc25a24/Elk3/Dpp4/Serpinb2/Zfand4/Rasgrf2/Rbl1/Cenpn/Espl1/Spc24/Slc27a2/Kmo/Hgfac/Tbkbp1/Tmbim1/Lactb/Rcc1/Adora2b/Zbtb42/Crybg3/Dapp1/Tgfbr1/Mob1a/Znrf1/Rcan1/Tax1bp3/Slc25a25/Rnpep/Arpc2/Rtn4/Zfp738/Dipk2a/Zfp623/Rras/Sla/Sephs1/Apaf1/Sgsm2/Spint1/Soat2
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN,157,0.496508985,1.591515154,0.000581475,0.033224641,0.029591805,3930,"tags=33%, list=15%, signal=28%",Sema6a/Timp1/Sphk1/Serpine1/Lum/Glis3/Acp5/Col1a1/Tmem45a/C9/Cmtm3/Islr/Cxcl16/Socs3/Lgals3/Ccl21a/Basp1/Cxcl12/Aebp1/Ccdc80/Adamts1/Bace2/Nav2/Evi2a/Ccl19/Epha1/AA467197/Cyba/Galnt7/Slc17a9/Myom1/Vcan/Slpi/Zfp677/Gm13889/Ybx3/Cytip/Got1/Thbs2/Col5a1/Peli1/Egr1/Habp2/Dusp5/Zfp268/Ets2/Mcub/Col1a2/Cd52/Tnfaip8/Pag1/Efemp1
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP,138,0.508522523,1.607071184,0.000591309,0.03368508,0.030001899,4189,"tags=33%, list=16%, signal=28%",Atf3/Phlda1/Tgif1/Gata3/Ankrd1/Tm4sf1/Cavin3/Lhx9/Il13ra1/Nfkbiz/Dusp4/Mapk6/Kctd11/Pprc1/Slc2a1/Dusp16/Selenbp2/Cxcl1/Pfkfb3/Rora/Noct/Wsb1/Sgk1/Cdc42se1/Klf6/Csrnp1/Gprc5a/Aldh1l2/Frmd6/Rcan1/Ppp1r3b/Xpnpep1/Hilpda/Egr1/Rnd1/Eno2/Pim3/Cd44/Anxa2/Rbpj/Dusp14/Rusc2/Pgf/Nedd9/Rps6kc1/Atp7a
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP,357,0.429696147,1.460284196,0.000597481,0.033934792,0.030224307,4329,"tags=29%, list=16%, signal=24%",Tubb6/Egfr/Tnfrsf12a/Gadd45a/Cited2/Flrt3/Ankrd1/Fbln1/Neto1/Podxl/Tgfa/Gjb6/Krt80/Anxa3/Rras2/Krt17/Rhoc/Igf2bp2/Dusp4/H2bc14/Tubb3/Ackr3/Basp1/C1qtnf6/Krt16/Jun/Dkk1/Adrb2/Plac8/1700017B05Rik/Iffo2/Aen/Usb1/Dach2/Plin5/Adm/Thbs1/Nav2/Atp11b/Inpp4b/Piezo1/Trim30a/Jup/Tmbim1/Klf6/Triap1/Trim6/Pcdh7/Dlc1/Lama5/Nabp1/Fgd3/Gprc5a/Fam107b/Zyx/Plscr3/A4galt/Coro1c/Fhl2/Nin/Gjb2/Cdh2/Rhbdf1/Ydjc/S100a10/Dusp10/Ess2/Cltb/Igfbp5/Hsp90aa1/Egr1/Kif1c/Adam23/Itgb1/Rpl7a/Cables1/Cttn/Gsn/Med15/Smad3/Spata18/S1pr3/Anxa2/Mapt/Spint1/Dbn1/Dmwd/Ccdc14/Trim34a/Larp4b/Efemp1/Vkorc1/Cavin1/H2aj/Plcd3/Blcap/Ctsz/Gabbr1/Krt7/Smyd2/Pmepa1/Srpx
GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_6H_DN,182,0.477776017,1.554749593,0.000599833,0.033966683,0.030252711,4473,"tags=34%, list=17%, signal=28%",Rp1/Adam8/Prc1/Smim3/Fam111a/Plcd1/Cdkn1a/Il13ra1/Gna15/Grp/Knstrn/Cfb/Hmmr/Pgghg/Rbl1/Tk1/Stmn2/Adm/Ccr5/Igsf9b/Macir/4933427D14Rik/AA467197/Tbkbp1/Anapc15/Fbxw4/B4galt5/Tmbim1/Nabp1/Map7d1/Ppm1j/Bhmt2/Coasy/Card10/Arnt2/Mettl24/Gcg/Kpna2/Doc2a/Cdh2/Itgb7/Abcb1a/Orai3/Tktl1/C8g/Serpina12/S100a14/Mlkl/Smad3/Nsd2/Pnp2/Smtnl1/Acot11/Pag1/Mybpc2/Mastl/Aplp1/Padi2/Acoxl/Cks2/Rnf152
HALLMARK_GLYCOLYSIS,184,0.488363615,1.588581389,0.000609376,0.034404358,0.03064253,3955,"tags=28%, list=15%, signal=24%",Sox9/Egfr/Tgfbi/Cth/Cited2/Casp6/Chst4/Sdc1/Tgfa/Chst2/Igfbp3/Irs2/Lhx9/Il13ra1/Dsc2/Pkp2/Cdk1/Ang/Hmmr/Artn/Dcn/Chst1/G6pdx/Adora2b/Vcan/Dpysl4/Gys1/Kdelr3/Got1/Col5a1/Spag4/Gpc1/Got2/Ext2/Tktl1/Cldn3/Hs2st1/Sdc3/Eno2/Taldo1/Kif20a/Cd44/Nt5e/Chst5/Plod1/Gusb/Chpf/Mpi/Lct/Stmn1/Sap30
MORF_NPM1,161,0.489842528,1.574473807,0.000642884,0.036188445,0.032231542,8205,"tags=61%, list=31%, signal=43%",Clic1/Pabpc1/Rpl35/Maz/Rps15a/Hsp90aa1/Rpl24/Fau/Eef1b2/Hmgn1/Rpl17/Ran/Rpl13/Nme2/Rplp0/Ybx1/Rpl12/Rps4x/Pgk1/Pfn1/Rpl31/Rps13/Rpl21/Actb/Rpl32/Rps19/Rpl18/Acp1/Actg1/Rps2/Rps17/Rplp2/Rpl9/Rps16/Rps8/Rps11/Rps3a1/Rps18/Rps7/Rps3/Hint1/Rpl5/Rps23/Rpl6/Tubb5/Rpl30/Ubc/Rpl38/Rpl15/Rpl27/Rpl11/Rack1/Ube2l3/Ccni/Rpl19/Rpl29/Rpl8/Ptma/Rps14/Rps29/Nono/Eno1/Eef1a1/H3f3a/Rps5/Rpl7/Hnrnpc/Rps24/Rpl14/Rps10/Sumo2/Rpl10a/U2af1/Rpl23a/Ncl/Rplp1/Npm1/Eef1g/Cfl1/Naca/Rpl13a/Rps27a/Eif4a1/Rps28/Rps6/Rpl22/Cox6a1/Hdgf/Srsf2/Rpl28/Anp32b/Rps12/Tpt1/Rpl18a/Mrpl23/Eef1d/Rps20/Rps25/Rpl4
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP,86,0.560477187,1.68331282,0.00064966,0.03636572,0.032389434,3084,"tags=31%, list=12%, signal=28%",Timp1/Serpine1/Lum/Slc15a3/Trbc2/Tnfaip6/Ccn5/Ecm1/Itgbl1/Nnmt/Il4ra/Itgam/Cfb/Dcn/Ccl11/Ifi30/Thbs1/Fap/Ly96/Cxcl9/C3/Ncf4/Fhl2/Dock2/Thbs2/Pirb/Sla
MORF_ACTG1,137,0.512150773,1.616393589,0.000650018,0.03636572,0.032389434,8262,"tags=69%, list=31%, signal=47%",Clic1/Pabpc1/Maz/Arpc2/B2m/Tagln2/Rps15a/Hsp90aa1/Rpl24/Fau/Eef1b2/Rpl17/Ran/Rpl13/Nme2/Rplp0/Ybx1/Rpl12/Rps4x/Pgk1/Pfn1/Rpl31/Rps13/Rpl21/Actb/Rpl32/Rps19/Rpl18/Actg1/Rps17/Rplp2/Rpl9/Rps16/Rps8/Rps11/Rps3a1/Rps18/Rps7/Rps3/Hint1/Rpl5/Rps23/Rpl6/Rpl30/Ubc/Rpl38/Rpl15/Rpl27/Rpl11/Rack1/Rpl19/Rpl29/Rpl8/Ptma/Rps14/Rps29/Eno1/Rpl10/Ssr2/Eef1a1/H3f3a/Rps5/Rpl7/Hnrnpc/Rps24/Rpl14/Rps10/Sumo2/Rpl10a/Jund/Rpl23a/Ncl/Rplp1/Npm1/Eef1g/Cfl1/Naca/Rpl13a/Rps27a/Lypla2/Eif4a1/Rps28/Rps6/Rpl22/Cox6a1/Hdgf/Rpl28/Rps12/Tpt1/Rpl18a/Rps20/Rps25/Rpl4/Rbm3
GAL_LEUKEMIC_STEM_CELL_DN,210,0.466821358,1.533630155,0.000651784,0.03636572,0.032389434,3360,"tags=28%, list=13%, signal=24%",Cx3cr1/Fgl2/Mrc2/Slc15a3/Ccnb2/Il2rb/Ccnb1/Cdc6/Tnfaip6/Prdm1/Mapk13/Lgals3/Ermap/Lmnb1/Ggt5/Cdk1/Pola2/Hmmr/Cebpd/Col18a1/Tubb2b/Sergef/Enc1/Ifi30/Cxcl1/Espl1/Pask/Cdca8/Rest/Igfbp7/Pira2/Ap1s1/Ncapg/Gtse1/Ms4a6c/Cyp1b1/Il1b/Slc11a1/Vcan/Lgals1/Clec5a/Gdf3/S100a8/Adck2/Alb/E2f1/Onecut2/Arhgef15/Rrad/Cd38/Slc6a6/Prmt7/Mndal/Pirb/Kifc5b/Kif20a/E2f2/Apool
KIM_WT1_TARGETS_8HR_UP,163,0.493805438,1.590784223,0.000662819,0.036872978,0.032841227,1878,"tags=18%, list=7%, signal=17%",Wt1/Sox9/Sphk1/Csf1/Fosl1/Serpine1/Lamb3/Podxl/Arc/Tm4sf1/Plaur/Pthlh/Rhoq/Sfn/Ulbp1/Snai2/Trib1/Il4ra/Jun/Adm/Adam19/Emp1/Rab40b/Fhod1/Wsb1/Ripor1/Pcdh7/Plekho1/Zyx
GOCC_KERATIN_FILAMENT,59,0.607704646,1.732160339,0.000679838,0.03770916,0.033585979,3429,"tags=19%, list=13%, signal=16%",Krt76/Krt80/Krt6a/Krt4/Krtap4-16/Krt2/Krt73/Krt79/Krt13/Krt14/Krt71
GOBP_INTERLEUKIN_1_PRODUCTION,98,0.542850884,1.656483117,0.000683742,0.037815093,0.03368033,3576,"tags=34%, list=14%, signal=29%",Cx3cr1/Serpinb1a/Sphk1/Anxa1/Ffar1/Il6/Hspb1/Nod2/Ager/Nlrp12/Git1/Casp8/Mir708/Malt1/Ccl19/Pira2/Saa1/Pycard/Ripk2/Il16/Lilra5/Nr1h4/Clec7a/Hk1/Gsdmd/Tlr8/Egr1/Mndal/Jak2/Smad3/S1pr3/Hdac2/Orm2
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP,176,0.48195262,1.569268702,0.000690595,0.038083123,0.033919052,5569,"tags=44%, list=21%, signal=35%",Serpinb1a/Prss12/Procr/Fosl2/Lamb3/Ier5/Ptx3/Il6/Cyp27b1/Chst2/Plaur/Clic4/Tnfaip6/Socs3/Ankrd7/Trib1/Prrx1/Tnip2/Inhba/Ldhal6b/Plat/Cxcl1/Adm/Adgre1/Traf1/Adgrl4/Tnfrsf1b/Il1b/Fndc3b/Dlc1/Bcl3/Ell/Chrm4/Fjx1/Ampd3/Bhlhe41/Mt1/Slc11a2/Micall1/Il15ra/Ehd1/Clcn2/Susd6/Dusp5/Nfkb1/Cebpb/Slamf1/Ube2z/Ets2/Socs2/Cemip/Cxcl5/Tnfaip8/Bcl2l2/Dnajb5/Tlr2/Trip10/Gpr137b/Slc16a6/Marcks/Ptgs2/Myo6/Tfpi2/Pdpn/Nfat5/Entpd7/Syn1/Slc7a11/Ncor2/Yipf6/Ffar2/Ebi3/Slc2a6/Reep1/Krt12/Cyth2/Pdss1
CUI_DEVELOPING_HEART_C3_FIBROBLAST_LIKE_CELL,108,0.532765771,1.636467914,0.000700173,0.038467125,0.034261067,3279,"tags=31%, list=12%, signal=28%",Timp1/Tgfbi/Lum/Mrc2/Fbln1/Col1a1/Islr/Snai2/Mmp2/Angptl2/Smoc2/Pcolce/Cxcl12/Htra3/Dcn/Spry1/S1pr2/Igfbp7/Lgals1/Mgp/C1rb/Lrrc17/Col14a1/Dlk1/Fbln2/Lox/Filip1l/Glt8d2/Thbs2/Col5a1/Septin11/Col12a1/Thy1/Meg3
BUSSLINGER_GASTRIC_ISTHMUS_CELLS,431,0.409056095,1.403016413,0.000705608,0.038467125,0.034261067,5120,"tags=28%, list=19%, signal=23%",Timp1/Serpinb1a/Lmo7/Gadd45a/Prc1/Lamb3/Tes/Sdc1/Ccnb1/Abcc3/Hspb1/Ano1/Myo10/Akr1b8/Epcam/Sfn/Ube2c/Lgals3/S100a11/Cd63/Vill/Zbtb7c/Anxa10/Lama3/Txnrd1/Galnt6/Adh1/Jpt1/Tk1/Rasef/Ap1m2/Tacc3/Bace2/Atp2a3/Rab3d/Mvp/Jup/Fermt1/Tspo/Lrrfip1/Cyp1b1/Clic1/Tent5a/Slc9a1/Tpx2/Nmu/Adam15/Tpm4/Tuba1c/Pabpc1/Rpl35/Gars/Syngr2/Slc39a11/Fhl2/Kdelr3/Eif4e2/Sh3rf1/Arpc2/S100a10/Clmn/Sec63/Tagln2/Spint2/Itpr3/Cltb/S100a14/Hsp90aa1/Tmsb4x/Kif1c/Mlph/Reg4/Itgb1/Rab11fip1/Cttn/Niban2/Gsn/Taldo1/Tmsb10/Lmna/Anxa2/Efhd2/H4c14/Bhlhe40/Golga4/Plec/Kdelr1/Paqr8/Akap1/Mia3/Stmn1/Myh14/Ran/Phactr2/H2aj/Krt19/Akr1cl/Sgsm3/Rpl36al/Ckap4/Slc7a8/Ybx1/Cks2/Acin1/Pfn1/Hyou1/S100a16/Hdlbp/C77080/Marcks/Klf2/Tpm3/Fabp5/Eif6/Actg1/Itgb4/Myof/Smc4/Rps8/Dst/Tst/Eif2s2
AKT_UP.V1_UP,157,0.495432063,1.588063177,0.00070567,0.038467125,0.034261067,2920,"tags=28%, list=11%, signal=25%",Sprr1a/Atf3/Tnfrsf12a/Sphk1/Il1r1/Cxcl16/Ube2c/Nfil3/Metrnl/Pdgfd/Vill/Nkain1/Cdkn2b/Arg1/Slc2a1/Anxa13/Rhov/Plat/Jpt1/Sgpl1/Traf4/Gtf2ird1/H4c12/Bace2/Flt1/Ripk3/Crlf1/Kcnq1/Saa1/Klf6/Fam3b/Adora2b/Card19/H4c8/H2bc15/Rundc3a/Fxr2/Septin9/Hoxb9/Got1/Dusp10/Clmn/Slc6a6/S100a14
RIGGI_EWING_SARCOMA_PROGENITOR_DN,157,0.49542247,1.588032429,0.00070567,0.038467125,0.034261067,3353,"tags=31%, list=13%, signal=27%",Has2/Egfr/Crybg1/Prc1/Lum/Fbln1/Cdcp1/Sfrp4/Il1r1/Mmp16/Fst/Bmp4/Prrx1/Ccn5/Ecm1/Dusp4/Anxa10/Lpxn/Kcnj15/Cxcl12/Dkk1/Steap1/Heg1/Dcn/Ccn4/Igfbp6/Cdca3/Igf2/Pde4b/Gxylt2/Cep55/Lrrfip1/Adora2b/Vcan/Zfp395/C1rb/Col14a1/Slc2a5/Card10/Srgap1/Glt8d2/Fhod3/Itpr3/Rarres1/Gdf5/Avpi1/Cd44/Adam12
FAN_OVARY_CL16_LYMPHATIC_ENDOTHELIAL_CELL,224,0.463419332,1.530082249,0.000708102,0.038489079,0.03428062,5143,"tags=33%, list=20%, signal=26%",Procr/Stom/Nts/Cfi/Ptx3/Man1a/Tm4sf1/Hspb1/Fscn1/Lgals3/Mmp2/Cd63/Apod/Rhoc/Nnmt/Ccl21a/Jun/Cebpd/Prox1/H2-T23/Elk3/Dnajc11/Adm/Tgfbr2/Igfbp7/Tspo/Ifitm3/Klf6/Slc38a1/Vwf/Vgll4/Abi3bp/Lox/Smtn/Fosb/Fxyd5/Arhgap29/Myct1/B2m/Rtn4/Gmfg/S100a10/Tcf4/Tmem123/Reep3/Ctsd/Pim3/Anxa2/Smad1/A2m/Ramp2/Myl12b/Dusp1/Efemp1/Stmn1/Cavin1/9130008F23Rik/Ier2/Cyb5r3/Dusp6/Calcrl/Pfn1/S100a16/Marcks/Mfap2/Krtcap2/Tpm3/Fabp5/Tuba1a/Gimap4/Pdpn/Gimap7/Prss23
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN,168,0.48041318,1.556343407,0.000717452,0.038775133,0.034535397,2654,"tags=24%, list=10%, signal=22%",Atf3/Timp1/Adam8/Itpkc/Phlda1/Clcf1/Ier5/Slc7a5/Il2rb/Plaur/Nod2/Nfkbiz/Metrnl/Dusp4/Kctd11/Fes/Clic5/Jun/Cysltr1/Mdm2/Rdh10/Rasal3/Etv6/Lepr/AA467197/Mast4/Aldh8a1/Ddit3/Itpr2/Csrnp1/Slc25a44/Tle3/Oasl1/Csnk1e/Sh2d2a/Psme4/Clec16a/Def8/Cytip/Cd38/Peli1
SHEPARD_CRASH_AND_BURN_MUTANT_UP,188,0.473105571,1.541404419,0.000717452,0.038775133,0.034535397,4934,"tags=34%, list=19%, signal=28%",Atf3/Cyp26a1/Cth/Cyp27b1/Gcnt4/Fst/Angptl7/Mmp2/Odc1/Krt17/Dusp4/Six2/Jun/Mdm2/Casp8/Igf2/Ccng1/Pfkfb3/Ap1m2/Polr1e/Sgk1/Rgcc/Spidr/Pdlim3/S100a8/Nop9/Rcan1/Cort/Slc12a3/Hspa1l/Cyp24a1/Nol8/Crls1/Mybbp1a/Haus2/Cic/Mars1/Hsp90aa1/Egr1/Myog/Dusp5/Parp3/Cebpb/Rps27l/Tma16/Eif4e/Ftsj1/Pinx1/Adam10/Slc3a2/Ccng2/Gpd1/Rrs1/Tsr1/Mrps18b/Slc16a6/Wdr46/Angptl3/Ccdc58/Btg2/Ptgs2/Klf2/Eif6/Pop4
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE,33,0.695659562,1.801063838,0.000728816,0.0392774,0.034982745,2215,"tags=39%, list=8%, signal=36%",Anxa1/Tmem98/Il1r1/Il27/Spn/Ccr2/Il4ra/Ccl19/Il1b/Slc11a1/Ripk2/Bcl3/Pla2g4a
PLASARI_TGFB1_TARGETS_10HR_UP,177,0.477888417,1.557492963,0.000733227,0.039403151,0.035094746,3731,"tags=31%, list=14%, signal=27%",Has2/Tnfrsf12a/Stmn4/Sphk1/Cth/Fosl1/Serpine1/Ankrd1/Pmaip1/Grem2/Htr2b/Arc/Il6/Tgfb1/Plaur/Pthlh/Sfn/Nfil3/Inhba/Kctd11/Arg1/Slc2a1/Garem2/Flt1/Crispld2/Lrrfip1/Slc41a2/Csrnp1/Pvr/Ntf5/Tnfrsf11b/Rnf149/Hivep3/Tgfbr1/Fjx1/Card10/Cxcl14/Lpin3/Gjb2/Gpr84/Rnf19b/Abcb1a/Itga5/Pdgfc/Nipal1/Ptk2b/Wnt9a/Nppb/Dusp5/Adam12/Thbs4/Dusp14/Bhlhe40/Socs2/Ank
