Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
MODULE_75,343,0.457601046,1.556114889,3.15E-05,0.00639822,0.005698628,3358,"tags=27%, list=13%, signal=24%",Cx3cr1/Bcat1/Timp1/Tgfbi/Csf1/Gata3/Cfi/Mpo/C9/Il2rb/Il6/Tgfa/Il1r1/Bst1/Sfn/Cdkn1a/Cxcr2/Glyat/Fyb/Tnfsf14/Ccl21a/Ccr2/Cd247/Il6ra/Il4ra/Eps8/Cfb/Cxcl12/C4b/Npy/H2-T23/Rnase6/Dpp4/Cybb/Gsta3/Stat5a/Ifitm1/Ccl11/Cxcl1/Igf2/Adm/Ccr5/Emp1/Mx2/Erbb2/Evi2a/Ccl19/Il15/Crlf1/Ly6e/Csf2rb2/Lst1/Pira2/Il24/Cd79a/H1f2/Csf3r/Saa1/Il1b/Adra2a/Ifitm3/Klf6/Lck/C1rb/Il2rg/Npy1r/Cxcl9/Ctss/Aqp9/Il16/Enpep/Oasl1/Cxcl14/C3/Ncf4/Lta/Gcg/Oas1a/C2/B2m/Il15ra/Gmfg/Arhgdib/Btg1/C8g/Emp3/Mndal/Pirb/Lbp/Cd5/Sema3c/Zeb1/Slamf1
FAN_EMBRYONIC_CTX_NSC_2,196,0.506338793,1.654948459,3.17E-05,0.00639822,0.005698628,3976,"tags=32%, list=15%, signal=27%",Tubb6/Kif22/Lmo7/Prc1/Nek2/Troap/Ccnb2/Spag5/Ccnb1/Ube2c/Mis18bp1/Lmnb1/Chek2/Knstrn/Cdk1/Sgo1/Hmmr/Poc1a/Cdca3/Jpt1/Tk1/Cenpn/Ncaph/Trim59/Traip/Ddx39a/Tacc3/Espl1/Arhgef39/Cdca8/Nrm/Dcxr/2610028H24Rik/Tnfaip8l1/Ncapg/Gtse1/Cep55/Clic1/Tpx2/Nmu/Lgals1/Tuba1c/Hirip3/Rangap1/Smtn/Vrk3/G2e3/Ect2/Kpna2/H2ax/Ucp2/Ska2/Kifc5b/Kif20a/Ccnf/Cep70/Eif4e/Kmt5a/Shcbp1/Polr2d/Pimreg/Ran/Prr11
LE_EGR2_TARGETS_UP,98,0.589113542,1.797651372,3.24E-05,0.006479493,0.005771015,3593,"tags=38%, list=14%, signal=33%",Atf3/Tubb6/Kif22/Prc1/Ccnb2/Ccnb1/Tcf19/Chl1/Lmnb1/Basp1/Fignl1/Cdk1/Col18a1/Cdc7/Rbl1/Jpt1/Ncaph/Trim59/Cdca8/Nav2/Plekho1/Coro1c/Slc4a7/Cxcl14/Ect2/Cdkn1c/Kpna2/Hmga2/Lsm2/H2ax/Sh3gl3/Marcksl1/Kif20a/Cd44/Nhp2/Hdac2/Mcm5
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,272,0.47732209,1.600713315,3.30E-05,0.006526889,0.005813228,3813,"tags=24%, list=14%, signal=21%",Anxa1/Clcf1/Gata3/Tmem98/Cfi/Trbc2/C9/Il6/Il1r1/Tgfb1/Nod2/Il27/Nfkbiz/Ctsh/Ager/Spn/Ccr2/Il6ra/Ly9/Il4ra/Mbl2/Irf4/Il20rb/Arg1/Ptprc/C4b/H2-T23/Rif1/Rora/Slc15a4/Ighg3/Ripk3/Malt1/Msh6/Ccl19/Was/Foxp3/Tnfrsf1b/Il1b/Slc11a1/Pvr/Mad2l2/C1rb/Ripk2/Bcl3/Slc22a13/Pla2g4a/C3/Lta/C2/B2m/Masp2/C8g/Tlr8/Pirb/Cd274/Shld2/Parp3/Nsd2/Klhl6/Exo1/Map3k7/Myd88/Rftn1/Gapt/Foxj1
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,378,0.44629148,1.52418485,3.54E-05,0.006926351,0.006169013,2829,"tags=20%, list=11%, signal=18%",Anxa1/Clcf1/Fgl2/Gata3/Tnfrsf14/Slc7a5/Cfi/Pla2g5/C9/Il6/Il1r1/Tgfb1/Nod2/Klk7/Ulbp1/Lgals3/Cd244a/Il27/Nfkbiz/Ager/Ccr2/Il4ra/Irf4/Raet1e/Fes/Il20rb/Itgam/Il21/Cfb/Arg1/Ptprc/C4b/Pros1/H2-T23/Rif1/Ffar3/Slc15a4/Ighg3/Ripk3/Malt1/Ccl19/Il15/Was/Foxp3/Tnfrsf1b/Mavs/Cgas/Il1b/Trim6/Pvr/Mad2l2/Rnf125/C1rb/Traf3/Pycard/Sting1/Pglyrp3/Ripk2/Dnase1l3/Cd84/Stat5b/Slc22a13/C3/Lta/Riok3/Dhx9/Scimp/C2/B2m/Traf3ip2/Dusp10/Clec7a/Angpt1/Hk1/Rac2/Tkfc/C8g
GSE2706_UNSTIM_VS_2H_R848_DC_DN,161,0.531855009,1.709512204,3.67E-05,0.007058378,0.006286604,4945,"tags=43%, list=19%, signal=36%",Wt1/Pxdc1/Gadd45a/Clcf1/Pmaip1/Slc7a5/Il6/Cyp27b1/H1f3/Plaur/Tnfaip6/Myo10/Socs3/Nfkbiz/Pkd2l1/Tnip2/Mapk6/Inhba/Mcoln2/Ptpn1/Dcn/Ccl11/Cxcl1/Mir155hg/Sfmbt2/Espl1/Traf1/AA467197/Pik3r5/Rel/B4galt5/Il1b/Csrnp1/Uap1/Nabp1/Bcl3/Usp12/Sgms2/Lta/Mt1/Stk40/Slc25a25/Lilra5/Il15ra/Btg1/Ehd1/Serpina12/Zfp697/Pirb/Marcksl1/Dusp5/Nfkb1/Pim3/Slamf7/Tnfaip8/Il10ra/Slc7a1/Dram1/Tubb2a/Mastl/Herc6/Isg20/Mfhas1/Btg2/Ppp1r15a/Ptgs2/Ttyh2/Birc3/Ddx3y/Greb1
GOBP_LEUKOCYTE_MIGRATION,392,0.445732237,1.527566325,3.68E-05,0.007058378,0.006286604,4282,"tags=29%, list=16%, signal=24%",Cx3cr1/Adam8/Csf1/Anxa1/Gata3/Serpine1/Tnfrsf14/Slc7a5/Col1a1/Sdc1/Il6/Il1r1/Cxcl16/Tgfb1/Pla2g1b/Nod2/Epcam/Prss56/Bst1/Lgals3/Cxcr2/Cd244a/Dbh/Ecm1/Itgax/Apod/Ager/Pdgfd/Spn/Ccl21a/Ccr2/Il6ra/Eps8/Selplg/Itgam/Il34/Mcoln2/Pik3cb/Cxcl12/Mmp28/Artn/Pros1/Dpp4/Ccl11/Cxcl1/Ccr5/Thbs1/Rin3/Pde4b/Flt1/Ripk3/Ccl19/Fut4/Csf3r/Vcam1/Saa1/Lck/Ch25h/Ror2/Umodl1/Pycard/S100a8/Cxcl9/Cd84/Stat5b/Il16/F11r/Cxcl14/Grb2/Itga1/Itgb7/Jaml/Gpc1/Slc7a10/Angpt1/Itga5/Rac2/Slc7a6/S100a14/Ptk2b/Itgb1/Sdc3/Lbp/Thy1/Rhog/Madcam1/Cd44/Akt1/Thbs4/Nup85/Dpep1/Myd88/Col1a2/Esam/Cxcl5/Edn3/Thbd/Mdk/Foxj1/Dusp1/Pgf/Calca/Mia3/Pik3r2/Rhoh/Adam10/Hsd3b7/Slc3a2/Padi2/Tirap/Slc16a8/Slc7a8
MODULE_38,435,0.437223827,1.501151232,3.78E-05,0.00716159,0.00637853,2750,"tags=22%, list=10%, signal=20%",Atf3/Egfr/Tgfbi/Anxa1/Rin1/Procr/Gata3/Bmp1/Fosl2/Serpine1/Cited2/Ltbp1/Fbln1/Rab11fip5/Col1a1/Sdc1/Il1r1/Igfbp3/Tgfb1/Tm4sf1/Plekho2/Amot/Msx1/Cdkn1a/Ephb2/S100a11/Agxt/Mmp2/Ecm1/Gadd45g/Abca1/Apod/Pcolce/Dusp4/H2bc14/Il4ra/Cad/Smpdl3b/Cryaa/Cchcr1/Cldn7/Slc2a1/Pola2/Plin2/Rab31/Heg1/Zkscan7/Slc18a3/Pax9/Cxcl1/Anxa8/Igf2/Dhrs1/Adm/Adam19/Erbb2/Flt1/Ighg3/Arl4c/Was/Csf2rb2/Mvp/Csf3r/Tnfrsf1b/Cnksr1/Psd4/Vwf/Plau/Lama5/Flna/Cobll1/Ror2/Zyx/Nnat/S100a8/Pfkfb2/Chrnb1/H2bc15/Dlk1/Fbln2/Slc4a2/Per1/Impa2/Ncf4/H2bc18/Fosb/Cdkn1c/Cyp4b1/Lhb/Rrad/C2/Fam214b/Nfyc/Trim29/Plcb2/Pdxk/Itga5
ENK_UV_RESPONSE_EPIDERMIS_UP,272,0.475657608,1.595131427,3.87E-05,0.007219383,0.006430004,3366,"tags=24%, list=13%, signal=21%",Adam8/Serpinb1a/Csf1/Procr/Eif4ebp1/Cyp27b1/Tgfa/Chst2/Phlda3/Rgs20/Plcd1/Akr1b8/Fscn1/Anxa3/Ulbp1/Rras2/Cxcr2/Krt17/Krt6a/Dsc2/H2bc14/Il4ra/Prss22/Avpr1b/Pkp2/Lpxn/Krt16/Slc2a1/Sh3bp2/Rab31/Cyb5r2/Galnt6/Map3k20/Espl1/Mx2/Fkbpl/Dpp3/Il24/Ifitm3/Rcc1/Flna/Prkab1/Zyx/S100a8/Gys1/Dnase1l3/Bcl3/Carhsp1/Oasl1/Ampd3/Tbp/Kxd1/Map4k4/Fxyd5/Septin9/Hilpda/Pin4/Thbs2/Arhgdib/Gm12248/Fam189b/Pidd1/Sp110/Shmt2/Cse1l/Tmsb10
MODULE_64,442,0.431122813,1.48247493,3.88E-05,0.007219383,0.006430004,2740,"tags=24%, list=10%, signal=22%",Slc6a4/Cx3cr1/Cckbr/Has2/Prss12/Csf1/Anxa1/Stom/Nts/Cfi/Pfkfb4/Htr2b/C9/Il2rb/Il6/Sfrp4/Tgfa/Il1r1/Efna4/Plaur/Cdkn1a/Lgals3/Gfra3/Lpar6/Gna15/Glyat/Cd63/Abca1/Itgax/Kcnq3/Tnfsf14/Spn/Ccl21a/Ccr2/Cd247/Il6ra/Il4ra/Inhba/Avpr1b/Itgam/Cxcl12/Ptprc/Ddr2/Npy/Adrb2/Prom1/Slc29a2/H2-T23/Plpp2/Icam4/Slc18a3/Ifitm1/Ackr1/Ccl11/Cxcl1/Ptprn/Igf2/Pfkfb3/Rora/Adm/Ccr5/Ror1/Adgre1/Cckar/Flt1/Lepr/Evi2a/Ccl19/Il15/Crlf1/Hps1/Ly6e/Csf2rb2/Pira2/Il24/Cd79a/Csf3r/Tnfrsf1b/Gabrp/Il1b/Adra2a/Kcnj6/Gpr182/Lck/Ror2/P2rx1/Gprc5a/Il2rg/Npy1r/Tnfrsf11b/Chrnb1/Cxcl9/Aqp9/Enpep/Tm4sf5/Cxcl14/C3/Atp4a/Lta/Slc12a3/Gp1bb/Aqp7/B2m/Il15ra/Asic2/Itgb7/Ngfr/Aqp3
GOBP_HUMORAL_IMMUNE_RESPONSE,272,0.474916571,1.592646338,4.00E-05,0.007357878,0.006553356,4789,"tags=25%, list=18%, signal=21%",Wfdc3/Gata3/Cfi/Trbc2/C9/Il6/Pla2g1b/Trf/Nod2/Klk7/Bst1/Colec10/Krt6a/H2bc14/Mbl2/Cfb/Ang/Ptprc/C4b/Pros1/H2-T23/Rnase6/Ccl11/Cxcl1/Ighg3/Masp1/Il1b/Wfdc9/Blnk/Rgcc/Slc11a1/Slpi/C1rb/Pglyrp3/S100a8/Bcl3/Cxcl9/H2bc15/Il36rn/Cxcl14/C3/Klk1b16/H2bc18/Lta/Dmbt1/C2/Traf3ip2/Masp2/C8g/Rbpj/Svs3a/Exo1/Cfd/A2m/Cxcl5/Notch2/Foxj1/Fcer2a/Pla2g6/Camp/Atp7a/Vtn/Elane/C5ar2/Pou2f2/Cfp/Rps19/Reg3b
GOCC_TRANSPORTER_COMPLEX,292,-0.371624923,-1.507066299,4.09E-05,0.007398637,0.006589658,4384,"tags=37%, list=17%, signal=31%",Atp1b1/Kcnk6/Pex14/Kcnk1/Kcns2/Dlg4/Scnn1a/Kcnj14/Cacna1i/Trpm4/Catspere2/Cnga3/Atp1b3/Kcna5/Gabra1/Catsperz/Lrrc8c/Pkd1/Kcng1/Scn1b/Amigo1/Hspa2/Kcnc3/Kcnq4/Kcnip1/Dlg2/Kcng3/Kcnab1/Grik3/Chrna9/Cacna1h/Gabra4/Kcne1/Cacna1c/Lrrc55/Abcd4/Pex12/Stxbp5/Cngb1/Kcne4/Atp1a2/Grik2/Kcnmb1/Atp8a1/Gabrg3/Trpv6/Best3/Prkaca/Kcna6/Hcn2/Scn7a/Grin2b/Scn8a/Cacnb4/Dlg3/Cacnb1/Pde4d/Clic3/Kcnv1/Kcnh2/Cacng2/Cacng3/Scn11a/Scn4b/Grin2c/Cacna2d2/Dpp10/Gabra3/Lrrc26/Chrna3/Scn2b/Trpc6/Best1/Fxyd4/Kcnd3/Kcna2/Mcu/Olfm3/Dlg1/Scn4a/Gabrb1/Chrnb4/Cacna1s/Chrna2/Kcnj8/Kcnd2/Cacna1e/Scn3a/Kcnj3/Olfm2/Htr3a/Htr3b/Pln/Atp8b1/Shank1/Kcnn4/Gabrd/Gria4/Kcnf1/Casq2/Cacng4/Vwc2l/Chrnb3/Chrna6/Abcc8/Abcg8/Chrna7/Vwc2
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,198,0.50279497,1.640857881,4.12E-05,0.007398637,0.006589658,2775,"tags=22%, list=11%, signal=20%",Anxa1/Clcf1/Gata3/Tnfrsf14/Slc7a5/Pla2g5/Il6/Il1r1/Tgfb1/Nod2/Klk7/Ulbp1/Cd244a/Nfkbiz/Ccr2/Il4ra/Raet1e/Fes/Itgam/Il21/Arg1/Ptprc/H2-T23/Rif1/Ffar3/Malt1/Ccl19/Foxp3/Mavs/Il1b/Trim6/Pvr/Mad2l2/Ripk2/Cd84/Stat5b/Slc22a13/C3/Lta/Scimp/B2m/Clec7a/Hk1/Rac2
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,34,0.742781939,1.931154894,4.13E-05,0.007398637,0.006589658,2715,"tags=15%, list=10%, signal=13%",Colec10/Mbl2/Masp1/C1rb/Masp2
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,114,0.563030662,1.73318791,4.32E-05,0.007613852,0.006781341,8205,"tags=74%, list=31%, signal=51%",Smg8/Dhx34/Pabpc1/Rpl35/Nbas/Rps15a/Rpl7a/Smg5/Rpl24/Rpl17/Rpl13/Rplp0/Rpl12/Rps26/Rps4x/Exosc10/Rpl31/Rps13/Rpl21/Rpl32/Rps19/Rpl18/Rps2/Rps17/Rplp2/Smg1/Rpl9/Rps16/Ppp2r2a/Rps8/Rpl37a/Rps11/Rps3a1/Rps18/Rps7/Rps3/Uba52/Rpl35a/Rpl5/Rps23/Rpl6/Rpl30/Rpl38/Rpl15/Rpl27/Rpl11/Upf1/Rpl19/Ppp2ca/Rpl29/Rps15/Rpl8/Upf3a/Rps14/Rps29/Pnrc2/Rpsa/Rpl10/Rps5/Rpl26/Rpl7/Pnldc1/Rps24/Rbm8a/Rpl14/Rps10/Rpl10a/Rpl36/Rpl23a/Rplp1/Rpl13a/Rps27a/Rps28/Rps6/Rpl22/Casc3/Rpl28/Rps12/Rpl18a/Pym1/Smg7/Rps20/Rps25/Rpl4
GOBP_LEUKOCYTE_PROLIFERATION,266,0.469340883,1.572969964,4.36E-05,0.007613852,0.006781341,3561,"tags=26%, list=14%, signal=23%",Gal/Sox11/Csf1/Anxa1/Clcf1/Tnfrsf14/Il6/Irs2/Pla2g2d/Bst1/Cdkn1a/Bmp4/Lgals3/Casp3/Il27/Tnfsf14/Ager/Spn/Ccr2/Il20rb/Wnt4/Il34/Il21/Arg1/Ptprc/Cd180/H2-T23/Igf2/Rasal3/Tgfbr2/Erbb2/Ripk3/Malt1/Ccl19/Il15/Lst1/Cd79a/Foxp3/Vcam1/Tnfrsf1b/Il1b/Gnrh1/Slc11a1/Cblb/Pycard/Ripk2/Dlg5/Stat5b/Pth/Dock2/Wnt3a/Sh3rf1/Scrib/Zfp335/Cd38/Peli1/Rac2/Spta1/Glmn/Mndal/Pirb/Shh/Cd274/Cebpb/Ccnd3/Pnp2/Flt3/Pawr/Myd88
GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP,208,0.504354466,1.658209093,4.37E-05,0.007613852,0.006781341,3998,"tags=30%, list=15%, signal=25%",Cth/Mchr1/Nek2/Troap/H4c18/Chac1/Sdc1/Ccnb2/Spag5/Prdm1/Ube2c/H4c17/Trib1/Krt6a/Ell2/H4c4/H4c9/H2bc14/Smpdl3b/Cdk1/Aars/Ddr2/Igfbp6/Cdca3/Tk1/H4c12/Ncapg/Masp1/Cnksr1/Tpx2/Ppp2r3a/Wnt5b/Ell/Tg/H4c8/H2bc15/Cyp2e1/H2ac7/H2bc18/Mt1/Kdelr3/Cdkn1c/H2ac11/Cd38/Trim29/Cdkn2a/Aqp3/Uchl1/Ssh3/Mat1a/Kif20a/E2f2/Exo1/H2ac15/H4c14/Slamf7/Kdelr1/Lman1/Noc2l/Rab26/Vkorc1/H2aj
GOBP_REGULATION_OF_T_CELL_ACTIVATION,281,0.468561148,1.574039233,4.44E-05,0.007649123,0.006812756,3489,"tags=27%, list=13%, signal=23%",Adam8/Anxa1/Fgl2/Gata3/Tnfrsf14/Il6/Pla2g2d/Prdm1/Nod2/Bmp4/Lgals3/Casp3/Il27/Nfkbiz/Tnfsf14/Ager/Spn/Ccl21a/Ccr2/Il4ra/Irf4/Il20rb/Il21/Arg1/Ptprc/H2-T23/Dpp4/Tarm1/Igf2/Rasal3/Tgfbr2/Erbb2/Ripk3/Malt1/Ccl19/Il15/Foxp3/Vcam1/Tnfrsf1b/Cgas/Il1b/Gnrh1/Cblb/Lck/Lgals1/Pycard/Btla/Ripk2/Dlg5/Sit1/Stat5b/Fgl1/Zbtb16/Sh3rf1/Grb2/Gli3/Scrib/Peli1/Dusp10/Rac2/Ap3d1/Spta1/Glmn/Pirb/Shh/Cd274/Cd5/Thy1/Cebpb/Egr3/Foxn1/Sart1/Pnp2/Akt1/Pawr
BLUM_RESPONSE_TO_SALIRASIB_UP,232,0.491968899,1.630329723,4.50E-05,0.007687921,0.006847311,4732,"tags=29%, list=18%, signal=24%",Atf3/Bcat1/Timp1/Sphk1/Gadd45a/Cth/Fosl1/Bach1/Ptx3/Il6/Eif4ebp1/Fst/Ulbp1/Cdkn1a/Gtpbp2/Ell2/Trib3/Mapk6/Robo3/Phgdh/Aars/Ifrd1/Mthfd2/Asns/Sgpl1/Psat1/Csrnp2/Cars/Cblb/Acvr1/Arhgef2/Aven/Zyx/Sez6l2/Gars/Clasrp/Adprm/Riok3/Vim/Got1/Pms2/Btg1/Sec63/Mars1/Egr1/Ctsd/Shmt2/Cebpg/Ppp2r5b/Atf5/Golga4/Stk19/Ngf/Inpp1/Kcmf1/Nars/Serp1/Atf4/Rpl12/Hspa13/Ung/Hyou1/Isg20/Cox10/Ndel1/Ppp1r15a/Rab22a
AIZARANI_LIVER_C20_LSECS_3,272,0.473212102,1.586930354,4.81E-05,0.008078629,0.007195299,4905,"tags=35%, list=19%, signal=28%",Sema6a/Tubb6/Timp1/Itpkc/Fosl1/Fosl2/Serpine1/Acp5/Il1r1/Cxcl16/Tm4sf1/Plaur/Myo10/Socs3/Cdkn1a/Pde2a/Marchf3/Il4ra/Ackr3/Sbno2/Ptpn1/Oit3/Nrip1/Adm/Chd7/Emp1/Adamts1/Flt1/Igfbp7/Ptprb/Wsb1/Adgrl4/Mast4/B4galt5/Ripor1/Sgk1/Rhoj/Fndc3b/Dlc1/Pvr/Gprc5a/Cdc42bpb/Dnase1l3/Fam43a/Slco4a1/Garre1/Slc4a7/Csnk1e/Gm13889/Prickle2/Srgap1/Ybx3/Lyve1/Sox17/Arhgap29/Myct1/Itga5/Ahctf1/Hpcal1/Reln/Ankrd26/Tcf4/Clec1b/Marcksl1/Dusp5/Meg3/Zeb1/Lmna/Robo4/Pnp2/Ets2/Bhlhe40/Esam/Golga4/Thbd/Rbbp6/Ssh1/Slc7a1/Cavin1/Apold1/Slc7a8/Pxdn/Slc25a37/Dab2/Dusp6/C5ar2/S100a16/Yes1/Ppp1r15a/Marcks/Ifi205/Lgmn/Ddx3y/Tfpi2
GSE15330_HSC_VS_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN,165,0.522759591,1.688188015,4.85E-05,0.008078629,0.007195299,4541,"tags=34%, list=17%, signal=28%",Cx3cr1/Crybg1/Anxa1/Fgl2/Pmaip1/Prdm1/S100a11/Itgax/Mis18bp1/Ccr2/Lmnb1/Entpd1/Smpdl3b/Itgam/Insl6/Slc25a24/Plac8/Ifitm1/Rora/Ncaph/Tacc3/Cdca8/Ncapg/Cep55/Tpx2/Ppm1j/Cobll1/Pycard/S100a8/H4c8/Otulin/Prr13/Themis2/Vim/Ybx3/Itga1/Cd38/Septin11/Itgb1/Ctsd/Osbpl3/Cd44/Efhd2/Bhlhe40/Snx10/Mcm5/Slamf7/Cpd/Cpsf2/Sap30/Prr11/Runx2/Myadm/Anxa4/Cd68/Gng10
GSE20715_0H_VS_24H_OZONE_TLR4_KO_LUNG_DN,189,0.511776012,1.668487846,4.85E-05,0.008078629,0.007195299,2798,"tags=27%, list=11%, signal=24%",Fbxo15/Tubb6/Timp1/Ccdc71l/Lrrc2/Gjb6/Fst/Sfn/Amotl2/Socs3/Cdkn1a/Lgals3/Nfil3/Rras2/Gadd45g/Ctsh/Serpina3m/Myom2/Mt2/Cfb/Pprc1/Plin2/Ifrd1/Gsta3/Selenbp2/Cxcl1/Adm/Thbs1/Lepr/Erlin1/Cdk18/Glul/Saa1/Myom1/Adora2b/Bcl3/Spsb1/Carhsp1/Zbtb16/Lox/Csnk1e/Mt1/Plekhf2/Kpna2/Lyve1/Hilpda/Got1/Mybpc3/Trim29/Angpt1/Slc7a6
GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN,188,0.50978273,1.660900655,5.07E-05,0.008359684,0.007445623,3556,"tags=30%, list=14%, signal=26%",Timp1/Stom/Cited2/Bach1/Lamb3/Casp6/Il17ra/Tgfb1/St6galnac4/Cd244a/Il13ra1/Nfkbiz/Gadd45g/Mapk6/Trpc1/Pprc1/Mcoln2/Slc2a1/Jun/Cpxm1/Cebpd/Ptpn1/Txnrd1/Rnh1/Cd180/Galnt6/Ccl11/Ifi30/Noct/Emp1/Rhbdl3/Erlin1/Kcnq1/Sall3/Ifitm3/Adora2b/Vcan/Ikzf1/Ch25h/Il2rg/Bcl3/Olfr90/Bag6/Itga5/Ehd1/Fbxl12/Spta1/Susd6/St3gal5/Gatad2a/Tsku/Jak2/Soat2/Lgals8/Ets2/Dpep1
RUBENSTEIN_SKELETAL_MUSCLE_FAP_CELLS,171,0.516333664,1.674395833,5.19E-05,0.008486875,0.007558907,3583,"tags=27%, list=14%, signal=23%",Timp1/Anxa1/Fgl2/Lum/Fbln1/Col1a1/Islr/Sfrp4/Podn/S100a11/Mmp2/Cd63/Ccn5/Smoc2/Apod/Pcolce/Ackr3/Myoc/Cxcl12/Htra3/Dcn/Igfbp6/Spry1/Adh1/Fmo2/Emp1/Ccdc80/Igfbp7/Vcan/Mgp/C1rb/Nova1/Fbln2/Cxcl14/C3/Vim/Rtn4/S100a10/Emp3/Gsn/Meg3/Lmna/Anxa2/Rbpj/Cfd/Col1a2
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,86,0.59865659,1.797979179,5.32E-05,0.008626603,0.007683356,8205,"tags=84%, list=31%, signal=58%",Rpl35/Rps15a/Rpl7a/Rpl24/Rpl3l/Fau/Rpl17/Rpl13/Rps6ka3/Rplp0/Rps6ka1/Rpl12/Rps26/Rps4x/Rpl31/Rps13/Rpl21/Rpl32/Rps19/Rpl18/Rps2/Rps17/Rplp2/Rpl9/Rps16/Rps8/Rpl37a/Rps11/Rps3a1/Rps18/Rps7/Rps3/Uba52/Rpl35a/Rpl5/Rps23/Rpl6/Rpl30/Rpl38/Rpl15/Rpl27/Rpl11/Rpl19/Rpl29/Rps15/Rpl8/Rps14/Rps29/Rpsa/Rpl10/Rps5/Rpl26/Rpl7/Rps24/Rpl14/Rps10/Rpl10a/Rpl36/Rpl23a/Rplp1/Rpl13a/Rps27a/Rps28/Rps6/Rps6kb2/Rpl22/Rpl28/Rps12/Rpl18a/Rps20/Rps25/Rpl4
MISSIAGLIA_REGULATED_BY_METHYLATION_UP,116,0.564523414,1.747773952,5.51E-05,0.008858312,0.00788973,5514,"tags=41%, list=21%, signal=33%",Atf3/Timp1/Gadd45a/Serpine1/Col1a1/Igfbp3/Plaur/Cdkn1a/Mfge8/H2ac21/H2-T23/Plat/Igf2/Mx2/Ly6e/Il1b/Slpi/Slc6a8/Rcan1/Oas1a/Rbm38/Rarres1/Susd6/St3gal5/Prss8/Myrip/Pold4/Sp110/Dusp5/Gsn/Spint1/Bcl11a/Dusp1/H2aj/Kdm2a/Blzf1/Dusp6/Ppt2/Isg20/Ptgs2/Birc3/Lgmn/Tfpi2/Trim21/Tacstd2/Pon2/Ctsb/Tnfaip2
ZHONG_PFC_C2_UNKNOWN_NPC,52,0.680706672,1.904054146,5.74E-05,0.009150815,0.00815025,2413,"tags=40%, list=9%, signal=37%",Tubb6/Kif22/Nek2/Troap/Ccnb2/Spag5/Ccnb1/Ube2c/Mis18bp1/Knstrn/Cdca3/Trim59/Tacc3/Cdca8/Dcxr/Gtse1/Tpx2/Tuba1c/Rangap1/G2e3/Kpna2
REACTOME_SIGNALING_BY_INTERLEUKINS,413,0.438604997,1.502348602,5.99E-05,0.009335325,0.008314585,4679,"tags=30%, list=18%, signal=25%",Timp1/Csf1/Anxa1/Clcf1/Gata3/Cish/Sdc1/Il2rb/Il6/Il1r1/Il17ra/Irs2/Tgfb1/Nod2/Fscn1/Socs3/Cdkn1a/Il13ra1/Casp3/Mmp2/Il27/Itgax/Ager/Tnip2/Dusp4/Ccr2/Il6ra/Il4ra/Lmnb1/Irf4/H3c8/Il20rb/Itgam/Il34/Il21/Ptpn5/Pik3cb/Jun/Cebpd/Serpinb2/Stat5a/Mapk14/Pomc/Pou2f1/Ccl11/Cxcl1/Rora/Ccr5/Ccl19/Il15/Crlf1/Csf2rb2/Il24/Csf3r/Pik3r3/Vcam1/Tnfrsf1b/Saa1/Il9r/Il1b/Oprm1/Blnk/Lck/H3c15/Lama5/Il2rg/Ripk2/Stat5b/Il16/Il36rn/Tab1/Mapk8/Vrk3/Il20/Psme4/Grb2/Vim/Crlf2/Il15ra/Peli1/Creb1/Gsdmd/Hsp90aa1/Ptk2b/Mapkapk2/Itgb1/Il21r/Jak2/Lbp/Nfkb1/Smad3/Taldo1/Zeb1/Nanog/Anxa2/Dusp7/Akt1/Bola2/Ikbkg/Map3k7/Myd88/Col1a2/Socs2/Il10ra/Pik3r2/Fcer2a/Nkiras2/Mcl1/Tab2/Psmd9/Rps6ka3/Map2k6/Rplp0/Car1/Rps6ka1/Ptpn18/Dusp6/Fpr1/Smarca4/Csf2ra/Ptpn14/Socs1/Yes1/Irak3/Mapk11
