Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP,199,0.536084205,1.570195061,6.65E-05,0.007467029,0.006149869,5356,"tags=36%, list=20%, signal=29%",Cyp26a1/Crybg1/Il9r/Clic4/Xdh/H2-Q10/Ly6e/Il13ra1/F7/Pipox/Twist1/Tnfrsf1b/Fes/Tgif1/Gbp2/Rsad2/Pcgf5/Cxcl10/H2-Q7/Fndc3a/Socs2/Mpeg1/Spsb1/Jun/Tcirg1/Tor3a/Acp5/Isg20/Jak2/Apod/Pnp2/Casp12/Vcan/Mafk/Peli1/Fbxw4/Fbxw11/Osmr/Traf3ip2/Ifitm3/Ttc27/Tnfaip8/Irf5/Traf5/Gbp3/Daxx/Ptpn14/Il6/Irgm1/Trib3/Ptpn13/Txnip/Rnf19b/Gadd45g/Ankrd17/Tap1/Ifih1/Isg15/H2-T23/Eif2ak2/Etnk1/Trim25/Adar/Tbpl1/Cop1/Otud5/Il18bp/Hmgcs2/Mov10/Ankfy1/Tut7/Ifngr1
GOBP_SEX_DIFFERENTIATION,228,0.525640863,1.553248686,7.01E-05,0.007780219,0.006407813,3725,"tags=26%, list=14%, signal=23%",Wt1/Sox9/Dach2/Star/Sycp2/Ptx3/Sdc1/Inhbb/Casp3/Wnt4/Ybx3/Wnt5a/Fst/Gm3376/Gata3/Mmp14/Cited2/Neurog1/Sox8/Gata6/Cbx2/Ccnd1/Bak1/Bmp6/Rbp4/Lhfpl2/Flna/Ang/Zfpm2/Ereg/Nrip1/Vgf/Icam1/Inhba/Gdf9/Axl/Akr1cl/Stat5b/Kitl/Bik/Tesc/Hoxa11/Spo11/Adcyap1/Tlr3/Mmp19/Smad4/Sgpl1/Osr1/Tyro3/Mgst1/Arrb1/Pbx1/Basp1/Crkl/Lhb/Src/Tex19.2/Srd5a2/Nr5a1
MIR1207_5P,297,0.50198729,1.502032689,7.01E-05,0.007780219,0.006407813,5974,"tags=42%, list=23%, signal=33%",Tubb6/Trp53i11/Lrrc15/Pik3cg/Sdc1/Septin9/Medag/Krt80/Chac1/Slc13a5/F7/Arc/Rasl10b/Slc22a8/Grm4/Csrp1/Cbx2/Tpte/Ism2/Galnt2/Cfap77/Cemip/Ppp1r1b/Wnt6/Lfng/Soga1/Mapkapk2/Cd276/Ankrd63/Apol6/Rhoj/Slc7a1/Slc6a9/Npy4r/Dagla/Cacna2d1/Mrgprf/Ngef/Drd2/Pgm5/Plppr2/Sdc3/Six5/Hoxa11/Tmem28/Mafk/Sdk2/Sarm1/Natd1/Usp4/Sh3kbp1/Stk40/Bcan/Elfn2/Sh3pxd2b/Unk/Lyst/Epha10/Trmt61a/Unc13d/Cit/Plxna1/Ssh2/Nectin1/Rbbp5/Dusp13/Arrb1/Pbx1/Tspan9/Casc3/Tob2/Nos1/Nr6a1/Tead3/Ptpn9/Atp9b/Rln3/Nfasc/Vasp/Src/Nes/Atrn/B4galnt1/Chpf/Susd6/Wbp1l/2810459M11Rik/Nckap1/Axin1/Cst9/Pacs2/Tfe3/Erf/Il6st/Agap1/G6pdx/C330018D20Rik/Etf1/Mon1b/Cldn19/Cables1/Smarcd1/Slc35c2/Slc35e4/Abhd4/Git2/Klf6/Ccdc170/Crat/Slc39a1/Mlxip/Vat1/Kdm4b/Pdpk1/Mpp2/Mecp2/Hyal2/Cpeb2/6430548M08Rik/Lsm12/Lhpp/Etv6/Coro2b/Nacc1
GOCC_ENDOCYTIC_VESICLE,272,0.510249214,1.52092797,7.14E-05,0.007879012,0.00648918,5194,"tags=39%, list=20%, signal=32%",Egfr/Ctla4/Rab7b/Adam8/Rin3/Wnt5b/Anxa3/H2-Q10/Tlr2/Itgb5/Abca1/Rab31/Wnt4/Stab1/Wnt5a/H2-Aa/Avpr1a/H2-Q4/Dpp4/Colec12/Fcgr1/H2-Ab1/Amn/Tlr1/Cemip/H2-Q1/Scarb1/Wnt6/Btbd8/H2-Q7/Vim/Ffar4/Rab38/Sftpa1/Ctss/Mpeg1/Cd207/Myo1c/Mpo/Rab11fip5/Tyrp1/Tcirg1/Trf/Drd2/Rab34/Slc11a1/Sparc/Cd74/Pld1/Zyx/Cybb/Fzd2/Cdc42ep2/Sh3kbp1/Cdc42ep4/Ehd1/Igf2r/Apoe/Ehd3/Picalm/Gsn/Atg14/Srgap2/Atp6v0a2/Atp7a/Avpr2/Amot/Camk2d/Rab22a/Inpp5b/Rapgef1/Atp6v0a4/Inpp5f/Rab10/Arf6/Ehd2/Dlg4/Hyou1/Ap2a2/Tirap/Ehd4/Irgm1/Rab32/Pikfyve/Nod1/Rapgef6/Camk2g/Tbc1d5/Myo6/Tap1/Vamp8/Mdm2/Vamp3/Lpar1/H2-T23/Atp6v0a1/Rap1a/H2-K1/Rab20/Epn2/B2m/Cacng8/Rab8b/Sec22b/Uvrag/Rab5b
GOBP_WOUND_HEALING,466,0.47174389,1.426908253,7.33E-05,0.00802676,0.006610865,4345,"tags=32%, list=17%, signal=27%",S100a8/Anxa1/Prss56/Egfr/Itpr1/Pik3cg/Duox2/Tnfrsf12a/Sdc1/Prkcg/Wnt5b/Alox15/Smad3/Plaur/Serpine1/Gna15/Cd109/Casp3/Wnt4/Timp1/Pdpn/Procr/Plet1/Wnt5a/Fermt1/F7/Thbs1/Tsku/Postn/Vwf/Gata3/Rhoc/Gata2/Gata5/Csrp1/Gata6/Ccn4/Cxcr4/Tfpi2/Serpinb2/Adra2a/Krt6a/Scarb1/Pdgfb/Entpd2/Flna/Igf1/Notch2/Itpr3/Ptk7/Ppard/Zfpm2/Ereg/Clec1b/Cyp4f15/Tgfb1/Hrg/Smoc2/Vav1/Blk/H3c15/Plscr1/H3c13/Tnc/Rap2b/Mylk/Axl/Cadm4/Anxa8/Slc11a1/P2rx2/Sparc/Tgfbr2/Pros1/Hbb-y/Srf/Col5a1/Gp1ba/Cdkn1a/Jak2/Drd5/Rreb1/Itpr2/Epb41l4b/Mrtfa/Mafk/Lck/Itgb1/Elk3/Lox/Ehd1/Ptk2/Fer1l5/Dag1/Apoe/Ehd3/Dgka/Ppl/Gsn/Hspb1/Dtnbp1/Adipor2/Tyro3/Vcl/Fyn/Plat/Myof/P2rx4/Tnf/Itgb3/Alox5/Arrb1/F11r/Foxc2/Sh2b1/H3c11/Lyn/Gna12/Adam17/Gp1bb/Hps5/Fzd6/Pla2g4a/H3c8/P2rx7/Ehd2/Src/Notch4/Il6/Mfn2/Clic1/Tgfb3/Ddr1/Serpina10/Mia3/Smpd1/Cask/Fcer1g/Tgfbr1/Ap3b1/Dsp/Fzd7/Cd44/Gna11/Ano6/Plg/Dgkd/Serpine2/Dock9/Carmil1
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN,184,0.547770889,1.602884842,7.37E-05,0.00802676,0.006610865,4933,"tags=42%, list=19%, signal=34%",Pxdc1/Cx3cr1/Smim3/Fgd5/Ybx3/Phgdh/Smco4/Amz1/Trpm6/Slc28a2/Tnfrsf1b/Rnf43/Tgif1/Qpct/Sec24d/Cela1/Scarb1/Cdkn2b/Lgi2/Ankrd63/Ptprj/Icam1/Egr3/Tjp2/Tmtc4/Ahr/Blk/Plscr1/Slc28a2b/Tnfrsf21/Sh2d2a/Adam19/Dipk2a/Ttyh2/Rnh1/Smox/Plekhg3/Shisa2/Tmem140/Ctsc/Daglb/Socs5/Fam234a/Dtnbp1/Tdrd7/Ikzf2/Tasl/Nrp1/Nr2f6/Gbp3/Lyn/Gna12/Pon3/Ptpn9/Fzd6/Dse/Eif3b/Ppp1r14b/Maged1/Farp1/Tshz3/Wwp1/Eef2k/Rora/Cerk/Ptpn13/Rnf19b/Cd38/Tbc1d5/Myo6/Arap3/Aplp1/Phykpl/Nsmaf/Acot11/Mrs2/Tlcd2
VERHAAK_GLIOBLASTOMA_MESENCHYMAL,206,0.540813332,1.592167582,7.41E-05,0.00802676,0.006610865,3732,"tags=35%, list=14%, signal=31%",Tgfbi/Crybg1/Anxa1/Ltbp1/Srpx2/Man1a/Plaur/Serpine1/Cavin1/Tlr2/Gna15/Scpep1/Timp1/Pdpn/Stab1/Procr/Cdcp1/Dsc2/Lair1/Itga4/Trim5/Thbs1/Mafb/Ccr5/Fndc3b/S100a11/C5ar1/Plbd1/Tnfrsf1b/Fes/Lgals1/Ptprc/Sec24d/Clcf1/Lhfpl2/Il1r1/Lgals3/Cyth4/Tes/Eng/Cnn2/Fcgr2b/Tcirg1/Uap1/Slc11a1/Tgfbr2/Col5a1/Il4ra/Acsl1/St14/Lamb1/Ucp2/Lox/Ctsc/Tnfrsf1a/Tnfaip8/Myof/Alox5/Myo1f/Fhl2/Anxa4/Zfp217/Nrp1/Wipf1/Dse/Swap70/Ehd2/Fcgr3/Rras/Runx2/Ms4a4a/Clic1/Cast
GOCC_CELL_SUBSTRATE_JUNCTION,400,0.483410408,1.454841274,7.49E-05,0.008067937,0.006644779,5819,"tags=36%, list=22%, signal=28%",Slc6a4/Anxa1/Flrt3/Cdc42ep1/Egfr/Lmo7/Cdh13/Limd1/Plaur/Itgb5/Procr/Ddr2/Fermt1/Arhgef2/Itga4/Layn/Dpp4/Fhl3/Mmp14/Csrp1/Fes/Syne2/Ptprc/Flna/Enah/Ptk7/Rras2/Vim/Tes/Icam1/Itgb8/Thy1/Cspg4/Eng/Sntb1/Cnn2/Pxn/Itga1/Pvr/Tnc/Rnd3/Pgm5/Lpxn/Tgm2/Jak2/Zyx/Adam10/Jak1/Tns3/Stard8/Sorbs3/Fzd2/Itgb1/Sh3kbp1/Tpm4/Marcks/Sntb2/Trip6/Ptk2/Itga3/Asap3/Cdh2/Cttn/Ywhag/Igf2r/Dag1/Ehd3/Ptpn12/Gsn/Hspb1/Sorbs1/Vcl/Itgb3/Fhl2/Bcar1/Nrp1/Tspan9/Pabpc1/Lima1/Epb41l5/Gna12/Adam17/Flnb/Efs/Lims2/Rab10/Nfasc/Adgre5/Vasp/Arf6/Ppfibp1/Src/Kras/Rras/Actr3/Hyou1/Afap1/Lpp/Msn/Pacsin2/Cask/Coro1c/Nckap1/Cd46/Cd44/Pdlim1/Parva/Git1/Slc4a2/Capn2/Svil/Ubox5/Epb41l2/Rac1/Sdc4/Iqgap1/Pak1/L1cam/Map4k4/B2m/Epha2/Pip5k1a/Capn5/Cnn3/Cat/Arhgef7/Dst/Ncstn/Gja1/Evl/Rhob/Add1/Git2/Pdcd6ip/Dnm2/Hspa9/Pdpk1/Cbl/Itgav/Mcam/Tada1/Ezr/Ppp1cc/P4hb
HALLMARK_HYPOXIA,184,0.547227553,1.601294935,7.61E-05,0.008157191,0.006718289,4561,"tags=38%, list=17%, signal=32%",Atf3/Tgfbi/Ccn5/Egfr/Igfbp3/Chst2/Tpbg/Plaur/Serpine1/Cavin1/Vldlr/Has1/Fosl2/Cited2/Stc2/Cxcr4/Ackr3/Scarb1/Pdgfb/Slc2a3/Rbpj/Wsb1/Pgm2/Irs2/Tes/Sult2b1/Jun/Adm/Mxi1/Plin2/Pygm/Tmem45a/Col5a1/Isg20/Cdkn1a/Tgm2/Sdc3/Ccn2/Slc6a6/Bcan/Angptl4/Nfil3/Lox/Casp6/Cavin3/Ids/Atp7a/Bgn/Ndst1/Sdc2/Pklr/Ccng2/Aldob/Pck1/Xpnpep1/Il6/Btg1/Tgfb3/Slc2a1/Hdlbp/Large1/Adora2b/Rora/Dpysl4/Gpc1/Stbd1/Vhl/Pfkfb3/Dtna/Sdc4
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP,118,0.592886544,1.66448185,7.68E-05,0.008179691,0.00673682,2398,"tags=27%, list=9%, signal=25%",Has2/Csf1/Phlda1/Lmo7/Bach1/Ptx3/Xdh/Cyp1b1/Pdpn/Thbs1/Nid1/Pdk4/Twist1/Nav2/Il1r1/Enah/Vcam1/Smoc2/Thy1/Ccl2/Capn6/Plscr1/Grem2/Tnc/Ngef/Synpo/Loxl1/Thbs2/Vcan/Adam19/Osmr/Igf2
CSR_EARLY_UP.V1_UP,141,0.571267896,1.630449681,7.84E-05,0.008304064,0.006839253,4368,"tags=30%, list=17%, signal=26%",Sox9/Ptgs2/Tnfrsf12a/Plaur/Itpripl2/Gal/Cd33/Tbx2/Nsg1/Hectd2/Gata2/Frmd6/Nrip1/Zfp697/B3gnt6/Pxn/Inhba/Uap1/Ripk2/Pnp2/Ammecr1l/Gabpb2/Slc30a1/Phf20l1/Elk3/Ywhag/Ptpn12/D16Ertd472e/Bcar1/Tlnrd1/Ptpn1/Ptp4a1/Zbtb2/Actr3/Chuk/Dot1l/Thap12/Kpna4/Ehd4/Ell/Dsp/Rest/Cemip2
GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN,180,0.544801938,1.593024468,7.89E-05,0.008309153,0.006843445,4396,"tags=32%, list=17%, signal=27%",Anxa1/Pxdc1/Fgl2/Csf1/Col5a3/AA467197/Adam8/Styk1/Itpripl2/Cd109/Rhoq/Cnr1/Ccr5/Pxylp1/D630039A03Rik/Adamtsl4/Gata6/Hsd3b3/Fasl/Stk17b/Tmprss13/Cdkn2b/Thy1/Itga1/Plin2/Slc22a12/Tmem163/Olfr66/Kctd11/Cdkn1a/Hgd/Sdk2/Plpp6/St14/Epas1/Ptgs1/Tmem140/Igf2r/Picalm/Aqp2/Plekho1/Zeb2/Resp18/Golga4/Btg1/Efcab6/Chrng/Fam160a2/Gnptab/Trp53inp2/Adam15/Fcer1g/Cma1/Ap3m2/Faxc/Serpine2/Ccng1/Abi3
JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN,259,0.511344846,1.519170056,8.02E-05,0.008408633,0.006925377,3392,"tags=23%, list=13%, signal=20%",Sprr1a/S100a8/Ifi27l2b/Parp4/AA467197/Serpinb1a/Snai2/H2-Q10/Cldn23/Hoxa11os/Timp1/Pdpn/Fermt1/Mpzl2/Pmch/Mall/Podxl/Echdc2/Krt17/Fam210b/Ltb/Gbp2/Qpct/Ptges/Arhgef10/Cald1/Cxcl10/H2-Q7/Lamc2/Pon2/Socs2/Parp3/Serpinb8/Cxcl2/Krt16/Tmtc4/Camk1d/Marcksl1/Rab34/Anxa8/Ccnb1/Tgfbr2/Cd74/Antxr1/Has3/Cdkn2c/Mark1/Ifitm3/Vsig2/AA986860/Ifi44l/Dusp23/Amot/Fcgbp/F11r/Gbp3/Lyn/Sall2/Dennd11/Hcls1
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP,244,0.524340917,1.555777409,8.14E-05,0.008484509,0.006987869,2614,"tags=27%, list=10%, signal=24%",Sox9/Krt19/Cxcl14/Kif22/Ptx3/Tnfrsf12a/Rab7b/Sdc1/Spint1/Slco2a1/Tpbg/Tnfaip6/Inhbb/Areg/Timp1/Krt14/Cdcp1/Plet1/Irx3/Col7a1/Thbs1/Mafb/Vwf/Gata3/Cldn7/Stc2/Rab25/Tgif1/Mfge8/Epcam/Cald1/Enah/Abcc3/Cotl1/Acta2/Nhsl1/Ttpa/Ehf/Rbp1/Jun/Pdlim4/Mmd2/Marcksl1/Aldh1a1/Tnc/Rnd3/Spon1/Synpo/Ptprk/Htra1/Thbs2/Tmem40/Tgm2/Apod/Vcan/Epb41l4b/Stard10/St14/Galnt3/Trps1/Nfil3/Mark1/Serpinb5/Lad1/Fbxo32
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP,68,0.667980566,1.776048848,8.22E-05,0.008521083,0.007017991,4003,"tags=44%, list=15%, signal=38%",Has2/Ptx3/Bcat1/Tnfrsf12a/Igf2bp2/Gal/Ybx3/Fermt1/Hrct1/Oca2/Cdh19/Pdia2/Plagl1/Flna/Col27a1/Vim/Icam1/Cspg4/Adm/Tnfrsf11b/Gpm6b/Angptl4/Niban2/Hrh1/Pla2g4a/S100a3/Il6/Msn/Adora2b/Plod2
HP_ABNORMALITY_OF_THE_PITUITARY_GLAND,245,0.520646336,1.544818243,8.38E-05,0.008633787,0.007110814,5141,"tags=35%, list=20%, signal=28%",Wt1/Sox9/Flrt3/Duox2/Srpx2/Eda2r/Slco2a1/Zmynd15/Foxh1/Tbx2/Stag3/Robo1/Msh6/Gata6/Oca2/Tgif1/Cbx2/Epcam/Hsd3b3/Cdh23/Pdgfb/Rras2/Zfpm2/Cdkn2b/Prokr2/Gdf9/Acp5/Abcc8/Tgfbr2/Wfs1/Alms1/Stat5b/Bmp4/Cdkn1a/Smarcal1/Sox10/Ucp2/Dmpk/Pcsk1/Igf2/Gpr101/Fanci/Cdkn2c/Aff4/Pkd2/Apc/Por/Esr2/Six6/Spidr/Kansl1/Flnb/Adnp/Pms2/Arnt2/Apoa5/Nde1/Kras/Stag2/Nr5a1/Hsd3b1/Sema4a/Sycp3/Pola1/Xrcc2/Fgfr1/Cyp11b2/Tsc1/Gpc1/Mlh3/Erf/Men1/Bmpr1a/Slc16a2/Gas1/Rfwd3/Dmrt3/Lars2/Med12/Sox2/Sufu/Tbx3/Akt1/Herc2/Zswim6
MIR9_5P,433,0.47517288,1.432224385,8.49E-05,0.008703636,0.007168343,6065,"tags=40%, list=23%, signal=31%",Tgfbi/Flrt3/Igfbp3/Mmp16/Mdga1/Kirrel/Igf2bp2/Itpripl2/Inhbb/Creb5/Ybx3/Rhoq/Ldlrap1/AI467606/Arhgef2/Itga4/Nid1/Fndc3b/Pxdn/Frmd6/Colec12/Pdk4/Mthfd2/Ntng1/Gdnf/Pcgf5/Col27a1/Col15a1/Mapkapk2/Stac/Tes/Ap4e1/Rhoj/Myo1c/Prdm1/Steap3/Ankrd13a/Myrfl/Fyco1/Tnc/Fam199x/Spon1/Ptprk/Rab34/Otud7b/Lzts3/Tgfbr2/Kitl/Reep3/Nid2/Atp8b2/Six5/Vcan/Tmem28/Dipk2a/Plpp6/Galnt3/Phf20l1/Slc6a6/Stk3/Mthfd1l/Esyt1/Abl2/Fam8a1/Atf1/Tafa5/Dr1/Atg14/Socs5/Mypn/D16Ertd472e/Spg20/Serinc5/Fnip2/Smurf2/Vcl/Txndc5/Slc39a14/Itpkc/Slc44a5/Slc25a24/Nrp1/Tspan9/Sdc2/Fam13c/Mrtfb/Sik1/Cnmd/Hps5/Gpr137c/Diaph2/Flnb/Tlnrd1/Septin10/Dyrk1b/Dse/Zbtb41/Megf10/Slc8a1/Arf6/Hoxb13/Hltf/Hipk1/Cmtm6/Ulk2/2510039O18Rik/Phip/Gls/Rmnd5a/Pik3c2a/Grik3/Pigm/Ehd4/Pou2f1/Fbrs/Foxp4/Ap3b1/Adra1a/Sec31a/Ralb/Hipk3/Golph3/Rest/Ankrd29/Aatk/Ccng1/Arid1a/Marchf6/Samd8/Sirt1/Utrn/Ralgds/Mical2/Vamp3/Tmem260/Otud3/Ipo4/Zc3h12a/Gpbp1l1/Slc6a2/Cpeb3/Card19/Tbpl1/Klhl18/Adcy5/Chst15/Smarcd2/Clock/Ptbp3/Onecut2/Mdga2/Lyve1/Naf1/Kif13a/Git2/Ube3c/Fam126b/Mtr/Uhmk1/Snx16/Sbno1/Shc1/Zbtb39/Galnt1/Eif4e3/Cpeb2/Ggps1/Polr3g/Hcfc2/Arfgef2/Chmp1b/Stard13/Myh9/Cdk8
VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP,72,0.650729303,1.738570936,8.80E-05,0.008932424,0.007356773,3353,"tags=40%, list=13%, signal=35%",Krt19/Has2/Dsg2/Spint1/Lgals2/Ap1m2/Podxl/Amn/Scarb1/Rnase4/Afp/Fkbp11/Reep6/Plekha2/Apoa4/Tm4sf5/Adm/Trf/Pkp2/Stard10/Slc39a5/Itga3/Spp2/Renbp/Alpk3/Myo7a/Arid3b/Apoc1/Aldob
GOCC_INTERMEDIATE_FILAMENT,129,0.582394339,1.652101802,8.81E-05,0.008932424,0.007356773,1823,"tags=16%, list=7%, signal=15%",Krt19/Krt76/Krt9/Krt73/Krt24/Krt80/Krt14/Ldlrap1/Krt71/Krt17/Krt81/Shank2/Lmntd1/Krt6a/Vim/Cldn11/Krt16/Slc1a4/Krtap4-16/Pkp2/Krt20
STOSSI_RESPONSE_TO_ESTRADIOL,41,0.732059674,1.843150934,8.90E-05,0.008979253,0.007395341,2795,"tags=34%, list=11%, signal=31%",Krt19/Nts/Ptgs2/Ccn5/Acox2/Cdh19/Bmp6/Sparcl1/Nr4a3/Nrip1/Birc3/Tle3/Serpina6/Msmb
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_UP,178,0.543872107,1.589033614,9.21E-05,0.009242436,0.0076121,5425,"tags=48%, list=21%, signal=38%",Tubb6/Phlda1/Rhoh/Ptx3/Smim3/Plaur/Angptl2/Cdcp1/Prox1/H2-Aa/Samd4/Frmd6/Qpct/Serpinb2/S100a5/Socs3/Fgd6/Plagl1/Arhgef10/Echdc3/Nlgn1/Ccl7/Igf1/Ereg/Mtmr10/Cxcl2/Epb41l4a/Clec4a3/Rhoj/Ccl2/Plscr1/Thbs2/Isg20/Ednrb/Phlpp1/Map3k20/Arid5a/Marcks/Slc14a1/Nfil3/Foxo1/Pdgfc/Traf3ip2/Il10/Ppp4r1/Plat/Sav1/Myof/Cdh6/Fhl2/Mrc1/Basp1/Daxx/Foxa3/Stmn2/Ptpn1/Clec4n/Clcn5/Zfand5/Adora2b/Fbxo4/Sipa1l2/Sema6d/Ptpn13/Pdlim1/Rnf19b/Gadd45g/Rin2/Sox4/Dact1/Lrba/Pou2af1/Oasl1/Rcan1/B3galnt1/Mtmr3/Cpeb3/Ncam1/Tbx3/Vopp1/St3gal4/Sorcs3/Tiam1/F3/Bmp2k
GOBP_CAMERA_TYPE_EYE_DEVELOPMENT,275,0.509081711,1.52082699,9.31E-05,0.009297835,0.007657727,3137,"tags=25%, list=12%, signal=23%",Wt1/Sox9/Pde6b/Igfn1/Prss56/Sox11/Vsx1/Unc45b/Slc4a5/Clic4/Cryba2/Wnt5b/Smad3/Cyp1b1/Tbx2/Wnt5a/Prox1/Tsku/Gata3/Tfap2a/Twist1/Sox8/Bak1/Gnat1/Vax2/Sdk1/Rbp4/Ntrk2/Wnt6/Notch2/Efemp1/Vim/Rp1/Thy1/Rhoj/Phactr4/Pde6a/Inhba/Crb2/Angptl7/Crybb3/Myh15/Tcirg1/Arhgef15/Drd2/Pde6c/Col8a1/Tgfbr2/Srf/Osr2/Col4a1/Bmp4/Six5/Myom1/Cryba1/Sdk2/Wnt9a/Grm6/Nphp1/Mip/Tdrd7/Nectin1/Lrp5/Cryab/Foxc2/Calb1/Nrp1/Zhx2/Jag1/Lama1
GOMF_NAD_P_H_DEHYDROGENASE_QUINONE_ACTIVITY,40,-0.668552834,-1.986655337,9.51E-05,0.009422581,0.007760468,8019,"tags=82%, list=30%, signal=57%",Ndufb1/Ndufb4/Ndufb6/Ndufs6/Ndufa2/Ndufb2/Ndufa1/Ndufa12/Nqo1/Ndufa7/Ndufa4/Ndufb9/Ndufaf2/Ndufs1/Ndufa9/Ndufb7/Ndufa13/Ndufs8/Ndufs4/Ndufb3/Ndufs7/Ndufa3/Ndufb10/Ndufb5/Ndufa10/Ndufs2/Ndufc2/Ndufa8/Ndufv2/Ndufab1/Ndufb8/Ndufv1/Ndufs3
MODULE_154,68,0.664276336,1.76619992,9.58E-05,0.009422581,0.007760468,2578,"tags=41%, list=10%, signal=37%",Cyp26a1/S100a8/Ptgs2/Serpine1/Areg/Dsc3/Sprr1b/Col7a1/Mmp14/Fgfbp1/Krt17/Tfpi2/Serpinb2/Krt6a/B3gnt5/Lamc2/Tm4sf1/Cxcl2/Ptprk/Akr1cl/Anxa8/Barx2/S100a2/Adrb2/Has3/Ppp1r14c/Angptl4/Serpinb5
BURTON_ADIPOGENESIS_7,50,0.698290894,1.799229225,9.59E-05,0.009422581,0.007760468,2645,"tags=44%, list=10%, signal=40%",Tgfbi/Ccn5/Timp1/Ccnd1/Vcam1/Thy1/Rbp1/Rhoj/Marcksl1/Synpo/Tmem45a/S1pr3/Pros1/Pnp2/Timp2/Fbln2/Tpm4/Ptgs1/Pbx3/Cttn/Apbb2/Ifitm3
ELVIDGE_HYPOXIA_BY_DMOG_UP,123,0.584833001,1.652125965,9.70E-05,0.009485998,0.007812698,2851,"tags=27%, list=11%, signal=24%",Sox9/Atf3/Tgfbi/Ccn5/Egfr/Itpr1/Igfbp3/Artn/Loxl2/Plaur/Serpine1/Vldlr/Dsc2/Samd4/Cited2/Stc2/Cxcr4/Cemip/Ang/Wsb1/Gdf15/Jun/Adm/Mxi1/Tmem45a/Isg20/S100a2/Angptl4/Nfil3/Lox/Atg14/Tnfaip8/Fyn
HP_ABNORMAL_THYROID_MORPHOLOGY,121,0.580976184,1.638320745,9.76E-05,0.009489957,0.007815959,4615,"tags=40%, list=18%, signal=34%",Tg/Duox2/Ctla4/Mst1/Tbx2/Cdkn2a/Mmp14/Msh6/Sema3c/Habp2/Il2rg/Epcam/Fasl/Gdnf/Cdh23/Dnah1/Cdkn2b/Chek2/Sash1/Tgfbr2/Alms1/Stat5b/Cdkn1a/Ednrb/Iyd/Mmp2/Dmpk/Kcnj10/Cdkn2c/Tcf4/Apc/Usf3/Ada/Jag1/Zfat/Pms2/Polg/Kras/Slc26a4/Sema4a/Ret/Dicer1/Mlh3/Men1/Bmpr1a/Mdm2/Minpp1/Lrba/Slc12a3
AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2,205,0.533529156,1.568819149,9.91E-05,0.009594869,0.007902365,4583,"tags=36%, list=17%, signal=30%",Sox9/Atf3/Krt19/Glis3/Cdc42ep1/Dsg2/Tnfrsf12a/Sdc1/Spint1/Anxa3/Itgb5/Creb5/Chst4/Ankrd1/Tead1/Cldn7/Tm4sf4/Ccnd1/Shank2/Lama5/Myo10/Slc6a19/Epcam/Enah/Col27a1/Abcc3/Bace2/Lamc2/Tm4sf1/Sfrp5/Gdf15/Itgb8/Slc17a4/Myo1c/Pkhd1/Clmn/Plxnb1/AI661453/Ptprk/Akr1cl/Tesc/Vcan/Ccn2/Zfhx4/Itgb1/Birc3/Tpm4/Lad1/Ttn/Afdn/Cryab/Anxa4/Pbx1/Nfib/Tob2/Niban2/Tnks1bp1/Pmepa1/2310022B05Rik/Sod3/Gstp2/Alkal2/Ptprd/Ddr1/Emp2/Cd24a/Dsp/Aldh3a2/Defb1/Fam171a1/Synj2/Sox4/Sdc4/Rhbdf1
GOBP_MESENCHYME_DEVELOPMENT,255,0.517408147,1.536384099,0.000101218,0.00970353,0.007991858,4334,"tags=35%, list=16%, signal=29%",Wt1/Sox9/Has2/Sema6a/Sox11/Snai2/Smad3/Loxl2/Wnt4/Foxh1/Pdpn/Tbx2/Six2/Wnt5a/Robo1/Gata3/Gata5/Cited2/Twist1/Sox8/Acvr1/Sema3c/Sema3b/Lama5/Hey2/Gdnf/Tbx20/Flna/Ptk7/Zfpm2/Rbpj/Acta2/Alx1/Tgfb1/Phactr4/Rtn4/Cer1/Eng/Crb2/Wnt8a/Zfp36l1/Phox2b/Tgfbr2/Kitl/Bmp4/Ednrb/Ezh2/Sox10/Glipr2/Rgcc/Cdh2/Rbm24/Dag1/Pkd2/Sema6b/Smad4/Mad2l2/Osr1/Tapt1/Nrp2/Usf3/Sema3g/Mdk/Bcl9l/Foxc2/Nrp1/Jag1/Epb41l5/Basp1/Sema4c/Hgf/Sema5a/Notch4/Il6/Tcf7l2/Tgfb3/Sema4a/Akna/Spred2/Ret/Adam15/Tgfbr1/Coro1c/Fgfr1/Sema6d/Spred3/Efnb1/Tgfbr3/Bmpr1a
