Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
AIZARANI_LIVER_C24_EPCAM_POS_BILE_DUCT_CELLS_3,178,0.533652836,1.559175923,0.000197193,0.015143158,0.012471953,4561,"tags=34%, list=17%, signal=28%",Sox9/Atf3/Krt19/Cdc42ep1/Dsg2/Lmo7/Tnfrsf12a/Akr1b8/Spint1/Aqp3/Tmc5/Lamb3/Kcnj15/Lgals2/Gadd45a/Tent5a/Chst4/S100a11/Cldn7/Tm4sf4/Ccnd1/Epcam/Enah/Bace2/Lgals3/Tm4sf1/Myo1c/Akr1cl/Cd63/Tnfrsf21/Pld1/Itgb1/Birc3/Tpm4/Vtcn1/Tax1bp3/Lad1/Hspb1/Ttn/Ctsh/Afdn/Muc1/Cryab/Anxa4/Nfib/Abhd2/Pmepa1/Myl12b/Gstp2/Clic1/Ddr1/Cd24a/Dsp/Lmo4/Capn2/Defb1/Sox4/Vamp8/Rac1/Sdc4
TRAVAGLINI_LUNG_BASAL_CELL,174,0.545926361,1.58805983,0.000198889,0.015211164,0.012527963,4228,"tags=30%, list=16%, signal=25%",Sox9/Tgfbi/Egfr/Aqp3/Timp1/Pdpn/Ybx3/Lamb3/Nsg1/Rassf10/Rhoc/Cyp24a1/Krt17/Lgals1/Ets2/Cald1/Ltbp4/Ifitm1/Kcnn4/Cnn2/Dhrs3/Rap2b/Axl/Rab34/Apod/Blcap/S100a2/Epas1/Has3/Marcks/Tcf4/Serpinb5/Fbxo32/Ugcg/Tle3/Zfp36l2/Dusp23/Fhl2/Rgs12/Basp1/Kctd1/Sod3/Ikbip/Hnrnph1/Ngfr/Per2/Hcar2/Loxl4/Gpc1/Pdlim1/Lmo4/Aldh3a2
STK33_NOMO_UP,257,0.500789628,1.487925743,0.000200875,0.015211164,0.012527963,6541,"tags=48%, list=25%, signal=36%",Aqp9/Olr1/Phlda1/AA467197/Ptx3/Tnfaip6/Abca1/Fbxl13/Wnt5a/Lamb3/Kcnj15/Hectd2/C1qc/C3ar1/C5ar1/Acvr1/Tgif1/Gbp2/Acsm3/Tlr1/Il1r1/Stk17b/Fndc3a/Cxcl2/Gdf15/Icam1/Ptgfrn/Egr3/Jun/Myoz2/Sgk1/Cyp2e1/Fam199x/Rnd3/Zfp36l1/Acp5/Kitl/Peli1/Otud1/Epas1/Trem1/Arrdc3/Unk/Ptpro/Fbxo32/Atg14/Il10/Sgpl1/Il10ra/Arl4c/Camk2d/Nrp1/Cd80/Abhd2/Rec114/Gna12/Arl5b/Zeb2/Arnt2/Septin10/Cnih3/Adgre5/Zcchc14/Hecw2/Ulk2/Pid1/Gpatch2/Slc24a3/Lcor/Relch/Sipa1l2/Hcar2/Lacc1/Il6st/Rin2/Hacd4/Ptpn3/Map4k3/Sdc4/Gng11/Ly96/Btbd7/D5Ertd579e/Rab12/Dcstamp/Rab8b/Cacul1/Gja1/Whamm/Arid5b/Rhob/Uevld/Crk/Klf6/Ube3c/Foxq1/Maff/Thbd/Rnf149/Fcho2/Vwa5a/Clvs1/Mtss1/Stam2/Cfl2/Usp53/Gpr137b/Dab2/Dock4/Synj1/Adam28/Tbcel/Psd3/Zmynd11/Ppp3r1/Kifbp/Slc11a2/Limk1/Gnpda2/Caprin2/Ptbp2/Pinlyp/Trip11
GAJATE_RESPONSE_TO_TRABECTEDIN_UP,66,0.650508565,1.72651914,0.000200977,0.015211164,0.012527963,4658,"tags=45%, list=18%, signal=38%",Atf3/Tgfbi/Anxa1/Clic4/H2-Q10/Ddr2/Vldlr/Gadd45a/Cfd/Cldn7/Cxcr4/H2-Q7/Taf15/Tm4sf1/Pros1/Nid2/Cdkn1a/Gsn/Ugcg/Anxa4/Ccng2/Cars/Il6/Cd44/Txnip/Asns/Crip1/Isg15/Oasl1/H2-T23
HUANG_DASATINIB_SENSITIVITY_UP,76,0.636052632,1.718309309,0.000201286,0.015211164,0.012527963,3155,"tags=39%, list=12%, signal=35%",Tgfbi/Anxa1/Egfr/Snai2/Cavin1/Lamb3/Layn/Gbp2/Myo10/Ell2/Cald1/Cotl1/Nnmt/Inpp1/Akr1cl/Tgfbr2/Col5a1/Tnfrsf21/Zyx/Sh3kbp1/Osmr/Elk3/Btnl10/Pdgfc/Antxr2/Socs5/Denn2b/Jag1/Lyn/Lima1
MCLACHLAN_DENTAL_CARIES_UP,235,0.512154273,1.517472874,0.000204069,0.015360269,0.012650767,3031,"tags=34%, list=12%, signal=30%",Crybg1/S100a8/Ptgs2/Lrrc15/Fgl2/Ccl12/Chl1/Plaur/Tnfaip6/Angptl2/Abca1/Rab31/Cd37/Aqp3/Timp1/Crlf1/Stab1/Cd84/Il13ra1/H2-Aa/C4b/C3ar1/C5ar1/Cfd/Cxcr4/Tnfrsf1b/H2-Ab1/Ms4a1/Ltb/Ptprc/Fyb/Mthfd2/Serpinb2/Socs3/Trbc2/Fpr1/Slc2a3/Gzmb/Col15a1/Fkbp11/Thbs4/Nnmt/Ctss/Cxcl2/Vcam1/Icam1/Blnk/Ccl2/Inhba/Adm/Alox5ap/Fcgr2b/Slc1a4/Csf1r/C1qb/Acp5/Ackr1/Tnfrsf21/Cd74/Acsl1/Arhgdib/Cybb/Cfi/C1qa/Evi2a/Ucp2/Birc3/Nfil3/Trem1/Ctsc/Apoe/Ctsh/Tnfaip8/Il10ra/Reep1/Cd1d1/Alox5/Ptp4a3/Mrc1
LU_AGING_BRAIN_UP,249,0.510012678,1.514843566,0.00021049,0.015780958,0.012997248,4977,"tags=39%, list=19%, signal=32%",Ltbp1/Rin1/Clic4/Anxa3/Rgs20/Inhbb/Cyp1b1/Mfap3l/Vwf/Podxl/Csrp1/Rgn/Tgif1/Sema3b/Stom/Myo10/Cald1/Ntrk2/Efemp1/Vim/Pon2/Tm4sf1/Tmem123/Plxnb1/Fxyd1/Tnfrsf11b/Dhrs3/Add3/Spon1/Rapgef4/Htra1/Tgfbr2/Wfs1/Tgm2/Apod/Ung/Vcan/Phlpp1/Plp1/Gpc5/Itgb1/Tsc22d4/Acsbg1/Ogg1/Slc14a1/Stk3/Ryr1/Mal/Tax1bp3/Picalm/Gsn/Serinc5/Fyn/Myof/Zcchc24/Amot/Cryab/Sdc2/Zhx2/Abcd3/Adgra3/Zeb2/Efs/Septin10/Cebpd/Zfp423/Creb3l2/Nkx2-2/Cast/Pik3c2a/Ddr1/Smc5/Lpp/Prdx6/Serpinh1/Msn/Plod2/Tnnt1/Qk/Tcaf1/Cd302/Ptpn13/Txnip/Parva/Rin2/Pde4dip/Sh3glb1/Gng11/Vamp3/Rassf2/Iqgap1/Erbb3/Sfrp1/Hif1a/Itprid2/Col4a5
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,25,0.789409691,1.818838686,0.000212964,0.015879727,0.013078594,1989,"tags=48%, list=8%, signal=44%",Sox9/Csf1/Wnt4/Wnt5a/Robo1/Gata3/Gata5/Sox8/Gdnf/Dkk1/Bmp4/Hoxa11
MIR26A_5P,448,0.464708627,1.403328535,0.000213482,0.015879727,0.013078594,6691,"tags=44%, list=25%, signal=34%",Pmaip1/Ptgs2/Mmp16/Ltbp1/Loxl2/Cdc6/Inhbb/Acvr1c/Cdk6/Chac1/Col19a1/Rhoq/Cth/Col10a1/Cped1/Nid1/Pag1/Tfap2a/Ankrd28/Mapk6/Shank2/Bak1/Tet3/Map2/B3gnt5/Slc2a3/Zfp608/Pgm2/Ankrd63/Ttpa/Itgb8/Nt5c1b/Cntnap3/Pcnx/Gnpnat1/Adm/Kcnq4/Mxi1/Atad2b/Fam199x/Lrrc2/Reep3/Smad1/Ezh2/Adam19/Natd1/Anks1b/Phf20l1/Plp1/Ep300/Has3/Zfhx4/Slc16a6/Abl2/Fam8a1/Mark1/Rbm24/Erlin1/Map3k7/Chfr/Ppp4r1/Styx/Ssh2/Zcchc24/Ube2g1/Amot/Abcc4/Slc24a4/Sh3pxd2a/Flvcr1/Atp1a2/Klhl42/Jag1/Tnpo1/Mical3/Adam17/Arl5b/Hgf/Septin10/Eif4g2/Snn/Btg1/Art3/Pfdn4/Ulk2/Ppp1r15b/2510039O18Rik/Ptprd/Adam23/Cdh4/Plod2/Tnnt1/Adra1a/Nab1/Sema6d/Cdk2ap1/Atp11c/Rest/Camsap1/Tmc7/Carmil1/Cemip2/Samd8/Otud4/Pfkfb3/Mab21l1/Cipc/Fgf18/Tmem260/Dmrt3/Apcdd1/Ugt8a/Creb1/Parpbp/Etnk1/Zfp516/Pik3r3/Tmem68/Ulk1/Pan3/Plekhh1/Stxbp5/Taf2/Ice1/Iqcj/Klhl18/Zdhhc18/Camsap2/Suz12/Kpna2/Eaf1/Anks1/Tmem106b/Herc2/Zswim6/Mras/Slc35e4/Larp1/Rtf1/Sfpq/Sv2c/Zfp664/Ppp3cb/Mat2a/Ccnj/Nipa1/Tbc1d30/Rfk/Fam172a/Sbno1/Nlk/Stk39/Pim1/Usp25/Pak2/Zdhhc20/Ypel1/Polr3g/Baz2b/Lsm12/G2e3/Cpsf2/Phf6/Cpd/Lef1/Wnk1/Strbp/Epb41l3/Cdk8/Slc30a7/Col1a2/Usp53/Cep350/Senp5/Ube2j1/Dock4/Tmem135/Celf2/Usp3/Mtm1/Psd3/Slc33a1/Slc25a20/Usp9x/Zfp598/Ppp3r1/Srgap1/Ryk/Tanc2/Bag4/Fbxo28/Tet1/Sulf1/Ctsl/Scamp1/Adam9/Uck2/Ubn2/Golga3
GOBP_ENDOTHELIAL_CELL_MIGRATION,211,0.525975204,1.54957637,0.000217447,0.016111495,0.013269478,5253,"tags=43%, list=20%, signal=34%",Anxa1/Ptgs2/Pik3cg/Cdh13/Srpx2/Anxa3/Loxl2/Cyp1b1/Wnt5a/Prox1/Gadd45a/Thbs1/Dpp4/Robo1/Gata3/Gata2/Ephb4/Fgfbp1/Sh3bp1/Fgf16/Mmrn2/Scarb1/Pdgfb/Ccn3/Stat5a/Tgfb1/Hrg/Smoc2/Egr3/Rhoj/Pxn/Rock2/Sash1/Sparc/Srf/Card10/Lpxn/Bmp4/Gpld1/Rgcc/S100a2/Meox2/Lgals12/Ptk2/Apoe/Hspb1/Jcad/P2rx4/Tnf/Nrp2/Itgb3/Ptp4a3/Amot/Angpt2/Bcar1/Foxc2/Nrp1/Mir26a-1/Egf/Adam17/Sema5a/Atp2b4/Rras/Gdf2/Hdac7/Pik3c2a/Sema4a/Mia3/Sp1/Tgfbr1/Fgfr1/Emp2/Prkx/Cib1/Clec14a/Rin2/Sirt1/Paxip1/Rac1/Fgf18/Bmper/Zc3h12a/Pik3r3/Hif1a/Epha2/Akt1/Cdh5/Notch1/Ptn/Rhob
GSE10240_IL22_VS_IL22_AND_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN,191,0.534792735,1.564714542,0.000220917,0.016304902,0.013428769,5743,"tags=45%, list=22%, signal=35%",Slfn9/Aqp9/En1/Trim54/Sez6l/Krt24/Col19a1/Rhoq/H2-Aa/Itga4/Cox6a2/Pag1/Baiap2l1/Ltb/Cbx2/Slc15a3/Ier5/Arhgef10/Zfp608/Parp3/Plekha2/Myo1c/Camk1d/Eng/Blk/Igf2bp1/Lrrc75a/Tamalin/Tbc1d16/Lmntd2/Odf3/Slc41a3/Lynx1/Traf4/Tbx15/Mafk/Zyx/Phf12/Pde4b/Slc14a1/Elk3/Ldb1/Traf3ip2/Sorbs1/Fyn/Esr2/Ssh2/Osbpl5/Ndst1/Rtp4/Resp18/Cars/Caskin2/Snn/Pla2g4b/Hoxb13/Arhgap4/Phc1/Dlg4/Ubp1/Eef2k/Cdk19/Cd38/Crip1/Lzts2/Fam174b/Utrn/Apcdd1/Mex3a/Epha2/Anks1/Ulk4/Evl/Itih5/Tut7/Sf3b3/Bmp2k/Ppp1r18/Ccr9/Wipi1/H2-Eb1/Itpkb/Bhmt2/Rmnd5b/Irf2bp1/Tacr2
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN,173,0.538586227,1.566683052,0.000227928,0.016757152,0.013801244,5727,"tags=42%, list=22%, signal=33%",Anxa1/Tpbg/Acvr1c/Megf6/Tent5a/Fndc3b/Plxna4/Ly9/Cxcr4/Syne2/Tlr1/Tnfrsf10b/Snx30/Socs2/Cdkn2b/Irs2/Apol6/Pxn/Ahr/Cdc14a/Smagp/4930523C07Rik/Zfp458/Glipr2/Zbp1/Itgb1/Birc3/Zfp267/Arrdc3/Dag1/Gjb6/Atg14/Ddx60/Ids/Tdrd7/Afdn/Il10ra/Zfp595/Alox5/Sema4c/Marchf8/Il6ra/St3gal5/Uxs1/Acap3/Ank3/Wwp1/Nr3c2/Tgfbr1/Serpini1/Kansl3/Capn2/Zfp457/Glyr1/Hacd4/Cyth3/Washc4/Atp13a1/Far2/Zc3h12a/Sbf2/Tab2/Uhmk1/Nipa1/Rab18/H2-Eb1/Rimklb/Plekhb2/Eml4/Slco3a1/Cpox/Zfp738
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP,183,0.53201058,1.558176834,0.000232002,0.016990784,0.013993664,2883,"tags=27%, list=11%, signal=25%",Atf3/Crybg1/Pmaip1/Phlda1/Raet1e/Rasgrf2/Ptx3/Xdh/Oas3/H2-Q10/Plaur/Tnfaip6/Cdcp1/Creb5/Fst/Nlrc5/Trim5/Podxl/Niban1/Gbp2/Rsad2/Slc15a3/Ulbp1/Map2/Anxa10/Cxcl10/H2-Q7/Lamc2/Ereg/Ifitm1/Ctss/Apol6/Plscr1/Parp12/Clmp/Tgm2/Jak2/Otud1/Ido1/Birc3/Tlr3/Dclk1/Tmem140/Btnl10/Apol9a/Ifitm3/Ddx60/Mypn/Tdrd7/Ifi44l
KEGG_P53_SIGNALING_PATHWAY,65,0.655560597,1.736935287,0.000237382,0.017271943,0.014225227,4494,"tags=40%, list=17%, signal=33%",Pmaip1/Igfbp3/Serpine1/Casp3/Cdkn2a/Cdk6/Gadd45a/Thbs1/Ccnd1/Tnfrsf10b/Igf1/Steap3/Chek2/Ccnb1/Cdkn1a/Serpinb5/Apaf1/Cdk2/Ppm1d/Ccng2/Zmat3/Cd82/Gadd45g/Ccng1/Rrm2/Mdm2
GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_UP,186,0.530079974,1.549606804,0.000238071,0.017271943,0.014225227,5967,"tags=42%, list=23%, signal=33%",Pde6b/Slfn9/Fscn1/Tpbg/Ybx3/Has1/Ms4a7/Rhoc/Myo10/Sec24d/Slc15a3/Ell2/Srxn1/Nr4a3/Afp/Thbs4/Icam1/Blnk/Gsap/Ccl19/Mier2/Tgm2/Tmem178/Peli1/Ptgds/Arid5a/Lactbl1/Bdnf/Trem1/Ehd1/Naalad2/Tmem140/Lad1/Ptpn12/Il10/Pilrb2/Sav1/Dgat2/Camk2d/Rab22a/Slc12a4/Armh4/Jpt1/Pmepa1/Hcls1/Snn/Ptpn1/Vasp/Nupl1/Pfdn4/Ppp1r15b/Kpna4/Bco2/Ap3m2/Scn5a/Mdm2/Ifih1/Rab20/Kdm6b/Rcl1/Casp7/Mov10/Larp1/Lrch3/Zc3hav1/Sfpq/Tab2/Kazn/Dnajc13/Ccnj/Ythdf1/Rars/Maff/Tlk2/Pogz/Ggps1/Dtx2/Tent4a
ELVIDGE_HYPOXIA_UP,157,0.547643502,1.583265303,0.000238573,0.017271943,0.014225227,2851,"tags=26%, list=11%, signal=23%",Sox9/Atf3/Tgfbi/Ccn5/Egfr/Itpr1/Igfbp3/Artn/Loxl2/Plaur/Serpine1/Cavin1/Cyp1b1/Vldlr/Dsc2/Pxdn/Samd4/Cited2/Stc2/Cxcr4/Cemip/Scarb1/Pdgfb/Ang/Rbpj/Wsb1/Gdf15/Jun/Adm/Mxi1/Plin2/Tmem45a/Loxl1/Isg20/S100a2/Angptl4/Nfil3/Lox/Atg14/Tnfaip8/Fyn
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP,65,0.65521998,1.736032809,0.000240126,0.017318293,0.014263401,4951,"tags=54%, list=19%, signal=44%",S100a8/Sdc1/Cyp1b1/Procr/Ddr2/Vldlr/Phgdh/Tnxb/C4b/Ackr3/Mthfd2/Vim/Ccl2/Inhba/Tnc/Htra1/Sparc/Mmp2/Lamb1/Ptgs1/Cdh2/Ifitm3/Sdc2/Ada/Gbp3/Fmo1/Rras/Pcolce/Serpinh1/Asns/Gas1/Isg15/Slc3a2/B2m/Hif1a
GSE29618_PDC_VS_MDC_DN,184,0.530972243,1.553728714,0.000244541,0.017569884,0.014470612,5253,"tags=44%, list=20%, signal=35%",Anxa1/Ptgs2/Fgl2/Serpinb1a/Adam8/Rin3/Oas3/Rab31/Gmfg/Cd33/Timp1/Creb5/Ybx3/Il13ra1/Lgals2/Naip2/Plbd1/H2-Ab1/Lgals1/Gbp2/Ptprc/Stom/Slc2a3/Cotl1/Lgals3/Rbpj/Aif1/Sgk1/Cnn2/Ahr/Fcgr2b/Zfp36l1/Mgl2/Arhgdib/Gas7/Irak3/Rnh1/Efhd2/Ptgs1/C2cd2/Marcks/Picalm/Ptpn12/Ifitm3/Aoah/Ctsh/Serinc5/Apaf1/Cd1d1/Alox5/Arrb1/Slc25a24/Ndst1/Plekho1/Basp1/Phf10/Il6ra/Cebpd/Fcnb/Gstp2/Fcgr3/Pid1/Msn/Ybx1/Rab32/Pdlim1/Sms/Aldh3a2/Creg1/Lat2/Iqgap1/Megf9/Rad23b/Pak1/Emp3/Itpk1/Hif1a/Grk3/Tmsb10/Evl/Rhob
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY,478,0.456268991,1.38232453,0.000249852,0.017820907,0.014677356,5417,"tags=38%, list=21%, signal=31%",Ucn/Ripk3/Egfr/Csf1/Pik3cg/Adam8/Cdc6/Areg/Ddr2/Vldlr/Ace/Wnt5a/Prox1/Grm5/Gadd45a/Thbs1/Robo1/Tnik/Grm4/C5ar1/Fcgr1/Cxcr4/Chrna3/Inava/Ccnd1/Ptprc/Fgd2/Tgfa/Fzd10/S1pr2/Adra2a/Cemip/Dbf4/Tnfrsf10b/Fpr1/Cd300a/Parp16/Pdgfb/Ntrk2/Igf1/Clspn/Ang/Mapkapk2/Ereg/Dusp7/Tgfb1/Gdf15/Cspg4/Afap1l2/Mmd2/Plce1/Itga1/Csf1r/Trf/Drd2/Ccl19/Sash1/Slc11a1/Ccnb1/Ern1/Dkk1/Tgfbr2/Kitl/Epgn/Card10/Bmp4/Ripk2/Cdkn1a/Jak2/Adcy9/Ngf/Cd74/Traf4/Camk1/Ezh2/Acsl1/Map3k20/Rgcc/Dipk2a/Adcyap1/Cks2/Adrb2/Tlr3/Il34/Igf2/Bdnf/Ptk2/Stk3/Pdgfc/Dag1/Ccl21a/Pkd2/Pde6h/Ccnk/Pilrb2/Map3k7/Prok1/Psrc1/Fyn/Tnf/Itgb3/Arrb1/Ccdc88a/Gfral/Tpx2/Grm1/Rapgef1/Egf/Adam17/Daxx/Hgf/Il6ra/Crkl/Atp2b4/Ptpn1/Src/Kras/Dynap/Alkal2/Map3k21/Dlg4/Tgfb3/Il4/Tirap/Irgm1/Ret/Map3k13/Adora2b/Neurl1a/Tgfbr1/Fgfr1/Adra1a/Emp2/Ralb/Axin1/Cd24a/Mlkl/Nod1/Adcy3/Cib1/Gadd45g/Taok2/Sirt1/Card14/Map4k3/Sdc4/Fgf18/Rassf2/Iqgap1/Lpar1/Flt3/Erbb3/Ppp2ca/Calm3/Ntrk3/Eif2ak2/Stk11/Cab39/Rap1a/Cks1b/Pak1/Drd4/Srcin1/Htr2b/Kit/Map4k4/Zfp91/Adcy5/Ksr1/Akt1/Cacul1/Ect2/Rictor/Mapk14/Mmd/Tiam1/Prkag2/Map3k12/Tab2/Crk/Map4k2
GSE29618_BCELL_VS_PDC_UP,185,0.525834223,1.537594738,0.000249914,0.017820907,0.014677356,5297,"tags=41%, list=20%, signal=33%",Pmaip1/Chst2/Rhoh/Clic4/Bach1/Adam8/H2-Q10/H2-Ob/Cd37/Scpep1/Ybx3/Fcmr/Fam111a/Mrgbp/Ms4a1/Ptprc/Ier5/Slc2a3/H2-Q7/Bace2/Rras2/Plekha2/Irs2/Gsap/Jun/Eif2ak3/Fcgr2b/Synpo/Zfp36l1/Parp12/Ppfibp2/Isg20/Il4ra/Arhgdib/Peli1/Birc3/Marcks/Tnfrsf13b/Cdc42se1/Foxo1/Lyst/Ptpn12/Traf5/Gvin2/Alox5/Sipa1l3/Basp1/Fcrls/Sh3bp5/Swap70/Ptp4a1/Btg1/Trak2/Msn/Cd24a/Noc3l/Pikfyve/Pdlim1/Txnip/Dgkd/Trio/Cemip2/Cxcr5/Lat2/Pou2af1/H2-T23/Cd72/Pax5/Hif1a/Rab8b/Shmt2/Evl/Il24/Arid5b/Rhob/Mmd
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,83,-0.508829551,-1.715497283,0.000251146,0.017841723,0.0146945,8070,"tags=80%, list=31%, signal=55%",Cox4i1/Cox10/Ndufb1/Uqcrb/Cycs/Ndufb4/Ndufb6/Taz/Cox7c/Ndufs6/Sdhc/Ndufa2/Ndufaf1/Ndufb2/Ndufa1/Ndufa12/Cox6b1/Ndufa7/Snca/Uqcr11/Ndufa4/Bid/Ndufb9/Uqcrh/Cox6a1/Cox8a/Sdha/Dguok/Ndufs1/Ndufb11/Uqcc3/Uqcrc2/Ndufa9/Cox7b/Ndufb7/Cox7a2l/Cox5b/Ndufa13/Sdhaf2/Ndufs8/Ndufs4/Cdk1/Ndufb3/Cyc1/Ndufs7/Ndufa3/Ndufb10/Ndufb5/Ndufa10/Cox15/Ndufs2/Ndufc2/Coa6/Ndufa8/Ndufa11/Ndufv2/Ndufab1/Ndufb8/Uqcrc1/Ndufv1/Sdhd/Ndufs3/Coq9/Uqcrfs1/Iscu/Cox4i2
GSE17721_0.5H_VS_24H_CPG_BMDC_DN,199,0.519417486,1.521378103,0.000254225,0.017993076,0.014819155,5166,"tags=42%, list=20%, signal=34%",Npy/Slfn9/Cx3cr1/Akr1b8/Dnmt3l/H2-Q10/Igf2bp2/Serpine1/Abca1/Cyp1b1/Procr/Rhoq/Ms4a7/Slc28a2/Gbp2/Fyb/Slc15a3/Mthfd2/Slc25a37/Adamts4/Ell2/Fpr1/Abcc3/H2-Q7/Cdkn2b/Gstm2/Blnk/Slc11a1/Acp5/Slc28a2b/Pkp2/Ppfibp2/Col5a1/Jak2/Mmp2/Antxr1/Fam53c/Tmem119/Birc3/Llgl1/Lox/Lyst/Lad1/Dgka/Slc13a3/Sos2/Aoah/Dgat2/Gbp3/Rapgef1/Kctd1/Zfp281/Pon3/Hcls1/Pla2g4a/Rab10/Pcx/Sh3bp5/Slc1a2/Cd82/Fam160a2/Chm/Irgm1/Me1/Bcl2l13/Rnf19b/Lmo4/Asns/Camsap1/Tap1/Dennd5a/Snx10/Oasl1/H2-T23/Cp/Tjp1/Cbr3/Cd72/Susd2/Sec14l1/Reps1/Sec22b/Chpt1
MIR6124,411,0.463134354,1.394249422,0.000255464,0.018013502,0.014835978,6193,"tags=37%, list=24%, signal=29%",Ildr2/Ltbp1/Hao1/Duox2/Ctla4/Bcat1/Klf12/Insyn2a/Inhbb/Dsc3/Col19a1/Kcnj15/Mfap3l/Cnr1/Trim5/Pag1/Tfap2a/Slco2b1/Tead1/Arhgap42/Shank2/Mthfd2/Ptprb/Ss18/Ell2/Gfra1/Map2/Il1r1/Igf1/Acta2/Zfp608/Tafa1/Espnl/Angptl7/Marcksl1/Mylk/Otud7b/Zfp36l1/Pkp2/Zfp458/Reep3/Aipl1/Slc4a8/Bclaf3/Mafk/Gas7/Mboat4/Plppr4/Grm6/Gsta1/Xpr1/Akap6/Trem1/Elk3/Mettl8/Crem/Dag1/Aff4/Apbb2/Atg14/Ids/Sgpl1/Gtf3c4/Fgd4/Ptchd4/Srl/Rere/Dbn1/Slc25a24/Cd80/Abhd2/1700030J22Rik/Zeb2/Ints6/Elfn1/Slc30a4/Best3/Fzd6/Slc32a1/Zmat3/Stam/Nfasc/Megf10/Zfp609/Sf1/Hs3st5/Cast/Hyou1/Ank3/Gls/Caln1/Serpinh1/Pou2f1/Zfand5/Sp1/Lcor/Xpo4/Rora/Cdyl/Zfp280d/Casp14/Lgi1/Atp11c/Tmc7/Rin2/Sirt1/Ankrd17/Mbtd1/Dtna/Ptprn2/Hamp/Endod1/Tacc1/Ift81/Lrrtm3/Creb1/Gpbp1l1/Zfp704/Mtmr3/Rfx3/Spire1/Stxbp5/Pip5k1a/Rabgap1l/C9orf72/Adamts5/Ptbp3/Onecut2/Naa30/Ube4a/Mib1/Cdk17/Edem3/Git2/Klf6/Ctcf/Klhdc10/Trim12c/Bmpr2/Shc1/Opa1/Mgat2/Pak2/Phtf1/Clstn2/Tmem158/Slc39a10/Rab30/Ash1l/Cfl2/Man1c1/Eif3a/Cep350/Minar1
GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_DN,174,0.54303782,1.579657274,0.000267315,0.018779374,0.015466753,5071,"tags=41%, list=19%, signal=34%",Aqp9/Ptgs2/Il9r/Egfr/Fgl2/Slc39a2/Hao1/H2-Q10/Gal/Lhx2/Cd33/Chst4/Fhl3/Smco4/Ap1m2/Pdk4/Vnn3/Qpct/Rsad2/Tnfrsf10b/Echdc3/Fpr1/Nr1h4/Soga1/H2-Q7/Cxcl2/Plscr1/Fam214b/Sash1/C5ar2/Dpep3/S100a2/Ptgs1/Trem1/Plekho2/Samd4b/Gsn/Ppp4r1/Esr2/Zcchc24/Alox5/Sdc2/Nr6a1/Basp1/Theg/Cebpd/Nfasc/Fcgr3/Tgfb3/Il4/Clcn5/Grik3/Il3ra/Rab32/Cd302/Hcar2/Efnb1/Limk2/Card14/Lamb2/Lat2/Rtn2/H2-T23/Phc2/Ly96/Sfrp1/Cyb5r4/Rab20/Pdcd1lg2/Sec14l1/H4c12/Txnrd3
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP,299,0.491954156,1.471006038,0.000270121,0.018815792,0.015496746,4938,"tags=27%, list=19%, signal=22%",Atf3/Hrk/Pmaip1/Anxa1/Ifi27l2b/Cap2/Bach1/Casp3/Creb5/Gadd45a/Trim5/Gbp2/Acsm3/Gulp1/Stk17b/Slc2a3/Cxcl10/Dhrs2/Rras2/Nrip1/Ifitm1/Cxcl2/Egr3/Zfp623/Jun/Adm/H2ac11/Plscr1/Zfp24/Rnd3/Ifrd1/Hoxd4/H2bc21/Zfp458/Isg20/Ccn2/H2bc13/Atf1/Crem/Ifitm3/Gins1/Ugcg/Tdrd7/Atf6/Mbtps2/Ifi44l/Rbm15b/Fhl2/Zfp217/Hspa1l/Zeb2/Agfg1/Pck1/Nupl1/Pfdn4/Thap12/Cebpg/Sp1/Tbc1d9/Trpc1/E2f6/Socs6/Zbtb6/Otud4/Tgds/Tap1/H2ac1/Dtna/Washc4/Isg15/Oasl1/Dusp8/Otud3/Rcan1/Slc3a2/Zfp516/H2ac19/Cpeb3/Kin/Tbpl1/H2aw
